county,precinct,office,district,candidate,party,election_day,av_counting_boards,early_voting,votes
Delta,"Nahma Township, Precinct 1",Regent of the University of Michigan,,Ballots Cast,,308,0,38,346
Delta,"Nahma Township, Precinct 1",Regent of the University of Michigan,,Denise Ilitch,Democrat,73,0,4,77
Delta,"Nahma Township, Precinct 1",Regent of the University of Michigan,,Shauna Ryder Diggs,Democrat,79,0,4,83
Delta,"Nahma Township, Precinct 1",Regent of the University of Michigan,,Carl Meyers,Republican,189,0,30,219
Delta,"Nahma Township, Precinct 1",Regent of the University of Michigan,,Sevag Vartanian,Republican,166,0,27,193
Delta,"Nahma Township, Precinct 1",Regent of the University of Michigan,,Andrew Chadderdon,Libertarian,11,0,1,12
Delta,"Nahma Township, Precinct 1",Regent of the University of Michigan,,Donna M. Oetman,U.S. Taxpayers,14,0,1,15
Delta,"Nahma Township, Precinct 1",Regent of the University of Michigan,,Over Vote Count,,0,0,0,0
Delta,"Nahma Township, Precinct 1",Regent of the University of Michigan,,Under Vote Count,,84,0,9,93
Delta,"Nahma Township, Precinct 1",Trustee of Michigan State University,,Ballots Cast,,308,0,38,346
Delta,"Nahma Township, Precinct 1",Trustee of Michigan State University,,Rebecca Bahar-Cook,Democrat,83,0,5,88
Delta,"Nahma Township, Precinct 1",Trustee of Michigan State University,,Thomas Stallworth III,Democrat,71,0,5,76
Delta,"Nahma Township, Precinct 1",Trustee of Michigan State University,,Mike Balow,Republican,182,0,30,212
Delta,"Nahma Township, Precinct 1",Trustee of Michigan State University,,Julie Maday,Republican,176,0,28,204
Delta,"Nahma Township, Precinct 1",Trustee of Michigan State University,,Grant T. Baker,Libertarian,7,0,0,7
Delta,"Nahma Township, Precinct 1",Trustee of Michigan State University,,Janet M. Sanger,U.S. Taxpayers,9,0,0,9
Delta,"Nahma Township, Precinct 1",Trustee of Michigan State University,,John Paul Sanger,U.S. Taxpayers,5,0,0,5
Delta,"Nahma Township, Precinct 1",Trustee of Michigan State University,,John Anthony La Pietra,Green,1,0,0,1
Delta,"Nahma Township, Precinct 1",Trustee of Michigan State University,,Over Vote Count,,0,0,0,0
Delta,"Nahma Township, Precinct 1",Trustee of Michigan State University,,Under Vote Count,,82,0,8,90
Delta,"Nahma Township, Precinct 1",Governor of Wayne State University,,Ballots Cast,,308,0,38,346
Delta,"Nahma Township, Precinct 1",Governor of Wayne State University,,Rasha Demashkieh,Democrat,70,0,3,73
Delta,"Nahma Township, Precinct 1",Governor of Wayne State University,,Mark T. Gaffney,Democrat,76,0,3,79
Delta,"Nahma Township, Precinct 1",Governor of Wayne State University,,Michael Busuito,Republican,181,0,30,211
Delta,"Nahma Township, Precinct 1",Governor of Wayne State University,,Sunny Reddy,Republican,173,0,28,201
Delta,"Nahma Township, Precinct 1",Governor of Wayne State University,,Farid Ishac,Libertarian,4,0,0,4
Delta,"Nahma Township, Precinct 1",Governor of Wayne State University,,William Mohr II,U.S. Taxpayers,6,0,0,6
Delta,"Nahma Township, Precinct 1",Governor of Wayne State University,,Suzanne Roehrig,Working Class,13,0,2,15
Delta,"Nahma Township, Precinct 1",Governor of Wayne State University,,Kathleen Oakford,Natural Law,5,0,0,5
Delta,"Nahma Township, Precinct 1",Governor of Wayne State University,,Over Vote Count,,0,0,0,0
Delta,"Nahma Township, Precinct 1",Governor of Wayne State University,,Under Vote Count,,88,0,10,98
Delta,"Nahma Township, Precinct 1",County Prosecuting Attorney,,Ballots Cast,,308,0,38,346
Delta,"Nahma Township, Precinct 1",County Prosecuting Attorney,,Lauren Wickman,Republican,228,0,35,263
Delta,"Nahma Township, Precinct 1",County Prosecuting Attorney,,Write-in,,1,0,0,1
Delta,"Nahma Township, Precinct 1",County Prosecuting Attorney,,Over Vote Count,,0,0,0,0
Delta,"Nahma Township, Precinct 1",County Prosecuting Attorney,,Under Vote Count,,79,0,3,82
Delta,"Nahma Township, Precinct 1",County Sheriff,,Ballots Cast,,308,0,38,346
Delta,"Nahma Township, Precinct 1",County Sheriff,,Todd M. Tardiff,Republican,230,0,36,266
Delta,"Nahma Township, Precinct 1",County Sheriff,,Over Vote Count,,0,0,0,0
Delta,"Nahma Township, Precinct 1",County Sheriff,,Under Vote Count,,78,0,2,80
Delta,"Nahma Township, Precinct 1",County Clerk and Register of Deeds,,Ballots Cast,,308,0,38,346
Delta,"Nahma Township, Precinct 1",County Clerk and Register of Deeds,,Nancy Kolich Przewrocki,Republican,233,0,36,269
Delta,"Nahma Township, Precinct 1",County Clerk and Register of Deeds,,Over Vote Count,,0,0,0,0
Delta,"Nahma Township, Precinct 1",County Clerk and Register of Deeds,,Under Vote Count,,75,0,2,77
Delta,"Nahma Township, Precinct 1",County Treasurer,,Ballots Cast,,308,0,38,346
Delta,"Nahma Township, Precinct 1",County Treasurer,,Sherry Godfrey,Republican,230,0,35,265
Delta,"Nahma Township, Precinct 1",County Treasurer,,Over Vote Count,,0,0,0,0
Delta,"Nahma Township, Precinct 1",County Treasurer,,Under Vote Count,,78,0,3,81
Delta,"Nahma Township, Precinct 1",County Road Commissioner,,Ballots Cast,,308,0,38,346
Delta,"Nahma Township, Precinct 1",County Road Commissioner,,Bob Aschbacher,Democrat,118,0,10,128
Delta,"Nahma Township, Precinct 1",County Road Commissioner,,Mark Asselin,Democrat,114,0,7,121
Delta,"Nahma Township, Precinct 1",County Road Commissioner,,Write-in,,13,0,2,15
Delta,"Nahma Township, Precinct 1",County Road Commissioner,,Over Vote Count,,0,0,0,0
Delta,"Nahma Township, Precinct 1",County Road Commissioner,,Under Vote Count,,371,0,57,428
Delta,"Nahma Township, Precinct 1",County Drain Commissioner,,Ballots Cast,,308,0,38,346
Delta,"Nahma Township, Precinct 1",County Drain Commissioner,,Dean Auger,Republican,224,0,34,258
Delta,"Nahma Township, Precinct 1",County Drain Commissioner,,Write-in,,2,0,0,2
Delta,"Nahma Township, Precinct 1",County Drain Commissioner,,Over Vote Count,,0,0,0,0
Delta,"Nahma Township, Precinct 1",County Drain Commissioner,,Under Vote Count,,82,0,4,86
Delta,"Nahma Township, Precinct 1",County Surveyor,,Ballots Cast,,308,0,38,346
Delta,"Nahma Township, Precinct 1",County Surveyor,,Terence S. Wanic,Republican,229,0,35,264
Delta,"Nahma Township, Precinct 1",County Surveyor,,Write-in,,1,0,0,1
Delta,"Nahma Township, Precinct 1",County Surveyor,,Over Vote Count,,0,0,0,0
Delta,"Nahma Township, Precinct 1",County Surveyor,,Under Vote Count,,78,0,3,81
Delta,"Nahma Township, Precinct 1",County Commissioner 1st  District,,Ballots Cast,,308,0,38,346
Delta,"Nahma Township, Precinct 1",County Commissioner 1st  District,,John Malnar,Republican,223,0,33,256
Delta,"Nahma Township, Precinct 1",County Commissioner 1st  District,,Write-in,,2,0,0,2
Delta,"Nahma Township, Precinct 1",County Commissioner 1st  District,,Over Vote Count,,1,0,0,1
Delta,"Nahma Township, Precinct 1",County Commissioner 1st  District,,Under Vote Count,,82,0,5,87
Delta,"Nahma Township, Precinct 1",Nahma Township Supervisor,,Ballots Cast,,308,0,38,346
Delta,"Nahma Township, Precinct 1",Nahma Township Supervisor,,Herbert Pomeroy,No Party Affiliation,211,0,28,239
Delta,"Nahma Township, Precinct 1",Nahma Township Supervisor,,Write-in,,3,0,0,3
Delta,"Nahma Township, Precinct 1",Nahma Township Supervisor,,Over Vote Count,,0,0,0,0
Delta,"Nahma Township, Precinct 1",Nahma Township Supervisor,,Under Vote Count,,94,0,10,104
Delta,"Nahma Township, Precinct 1",Nahma Township Clerk,,Ballots Cast,,308,0,38,346
Delta,"Nahma Township, Precinct 1",Nahma Township Clerk,,Michelle Lass,No Party Affiliation,210,0,26,236
Delta,"Nahma Township, Precinct 1",Nahma Township Clerk,,Write-in,,3,0,1,4
Delta,"Nahma Township, Precinct 1",Nahma Township Clerk,,Over Vote Count,,0,0,0,0
Delta,"Nahma Township, Precinct 1",Nahma Township Clerk,,Under Vote Count,,95,0,11,106
Delta,"Nahma Township, Precinct 1",Nahma Township Treasurer,,Ballots Cast,,308,0,38,346
Delta,"Nahma Township, Precinct 1",Nahma Township Treasurer,,Kathy Fries,No Party Affiliation,216,0,30,246
Delta,"Nahma Township, Precinct 1",Nahma Township Treasurer,,Write-in,,2,0,1,3
Delta,"Nahma Township, Precinct 1",Nahma Township Treasurer,,Over Vote Count,,1,0,0,1
Delta,"Nahma Township, Precinct 1",Nahma Township Treasurer,,Under Vote Count,,89,0,7,96
Delta,"Nahma Township, Precinct 1",Nahma Township Trustee,,Ballots Cast,,308,0,38,346
Delta,"Nahma Township, Precinct 1",Nahma Township Trustee,,Suzanne Kacer,No Party Affiliation,167,0,20,187
Delta,"Nahma Township, Precinct 1",Nahma Township Trustee,,Mary LaVigne,No Party Affiliation,194,0,18,212
Delta,"Nahma Township, Precinct 1",Nahma Township Trustee,,Write-in,,5,0,1,6
Delta,"Nahma Township, Precinct 1",Nahma Township Trustee,,Over Vote Count,,0,0,0,0
Delta,"Nahma Township, Precinct 1",Nahma Township Trustee,,Under Vote Count,,250,0,37,287
Delta,"Nahma Township, Precinct 1",Justice of Supreme Court - 8 Year Term,,Ballots Cast,,308,0,38,346
Delta,"Nahma Township, Precinct 1",Justice of Supreme Court - 8 Year Term,,Andrew Fink,,107,0,18,125
Delta,"Nahma Township, Precinct 1",Justice of Supreme Court - 8 Year Term,,Kimberly Ann Thomas,,116,0,10,126
Delta,"Nahma Township, Precinct 1",Justice of Supreme Court - 8 Year Term,,Write-in,,1,0,1,2
Delta,"Nahma Township, Precinct 1",Justice of Supreme Court - 8 Year Term,,Over Vote Count,,0,0,0,0
Delta,"Nahma Township, Precinct 1",Justice of Supreme Court - 8 Year Term,,Under Vote Count,,84,0,9,93
Delta,"Nahma Township, Precinct 1",Justice of Supreme Court - Partial Term Ending 01/01/2029,,Ballots Cast,,308,0,38,346
Delta,"Nahma Township, Precinct 1",Justice of Supreme Court - Partial Term Ending 01/01/2029,,Kyra Harris Bolden,,109,0,7,116
Delta,"Nahma Township, Precinct 1",Justice of Supreme Court - Partial Term Ending 01/01/2029,,Patrick William O'Grady,,114,0,22,136
Delta,"Nahma Township, Precinct 1",Justice of Supreme Court - Partial Term Ending 01/01/2029,,Write-in,,1,0,1,2
Delta,"Nahma Township, Precinct 1",Justice of Supreme Court - Partial Term Ending 01/01/2029,,Over Vote Count,,0,0,0,0
Delta,"Nahma Township, Precinct 1",Justice of Supreme Court - Partial Term Ending 01/01/2029,,Under Vote Count,,84,0,8,92
Delta,"Nahma Township, Precinct 1",Judge of Court of Appeals 4th District - 6 Year Term,,Ballots Cast,,308,0,38,346
Delta,"Nahma Township, Precinct 1",Judge of Court of Appeals 4th District - 6 Year Term,,Stephen L. Borrello,,181,0,19,200
Delta,"Nahma Township, Precinct 1",Judge of Court of Appeals 4th District - 6 Year Term,,Write-in,,4,0,2,6
Delta,"Nahma Township, Precinct 1",Judge of Court of Appeals 4th District - 6 Year Term,,Over Vote Count,,1,0,0,1
Delta,"Nahma Township, Precinct 1",Judge of Court of Appeals 4th District - 6 Year Term,,Under Vote Count,,122,0,17,139
Delta,"Nahma Township, Precinct 1",Judge of Court of Appeals 4th District - Incumbent Position - Partial Term Ending 01/01/2027,,Ballots Cast,,308,0,38,346
Delta,"Nahma Township, Precinct 1",Judge of Court of Appeals 4th District - Incumbent Position - Partial Term Ending 01/01/2027,,Allie Greenleaf Maldonado,,183,0,19,202
Delta,"Nahma Township, Precinct 1",Judge of Court of Appeals 4th District - Incumbent Position - Partial Term Ending 01/01/2027,,Write-in,,3,0,2,5
Delta,"Nahma Township, Precinct 1",Judge of Court of Appeals 4th District - Incumbent Position - Partial Term Ending 01/01/2027,,Over Vote Count,,0,0,0,0
Delta,"Nahma Township, Precinct 1",Judge of Court of Appeals 4th District - Incumbent Position - Partial Term Ending 01/01/2027,,Under Vote Count,,122,0,17,139
Delta,"Nahma Township, Precinct 1",Judge of Probate Court,,Ballots Cast,,308,0,38,346
Delta,"Nahma Township, Precinct 1",Judge of Probate Court,,Perry R. Lund,,191,0,21,212
Delta,"Nahma Township, Precinct 1",Judge of Probate Court,,Write-in,,2,0,2,4
Delta,"Nahma Township, Precinct 1",Judge of Probate Court,,Over Vote Count,,0,0,0,0
Delta,"Nahma Township, Precinct 1",Judge of Probate Court,,Under Vote Count,,115,0,15,130
Delta,"Nahma Township, Precinct 1",Bay De Noc Community College Board of Trustees Member,,Ballots Cast,,308,0,38,346
Delta,"Nahma Township, Precinct 1",Bay De Noc Community College Board of Trustees Member,,Dennis L. Hopkins,,82,0,9,91
Delta,"Nahma Township, Precinct 1",Bay De Noc Community College Board of Trustees Member,,Terri Mileski,,118,0,7,125
Delta,"Nahma Township, Precinct 1",Bay De Noc Community College Board of Trustees Member,,Steven D. Soderman,,141,0,17,158
Delta,"Nahma Township, Precinct 1",Bay De Noc Community College Board of Trustees Member,,Write-in,,2,0,2,4
Delta,"Nahma Township, Precinct 1",Bay De Noc Community College Board of Trustees Member,,Over Vote Count,,0,0,0,0
Delta,"Nahma Township, Precinct 1",Bay De Noc Community College Board of Trustees Member,,Under Vote Count,,273,0,41,314
Delta,"Nahma Township, Precinct 1",Big Bay De Noc School District Board Member,,Ballots Cast,,308,0,38,346
Delta,"Nahma Township, Precinct 1",Big Bay De Noc School District Board Member,,Rachel L. Paulson,,164,0,16,180
Delta,"Nahma Township, Precinct 1",Big Bay De Noc School District Board Member,,Jodi Williams,,146,0,16,162
Delta,"Nahma Township, Precinct 1",Big Bay De Noc School District Board Member,,Write-in,,3,0,1,4
Delta,"Nahma Township, Precinct 1",Big Bay De Noc School District Board Member,,Over Vote Count,,0,0,0,0
Delta,"Nahma Township, Precinct 1",Big Bay De Noc School District Board Member,,Under Vote Count,,611,0,81,692
Delta,"Nahma Township, Precinct 1",Delta County - 911 Millage Renewal Proposal,,Ballots Cast,,308,0,38,346
Delta,"Nahma Township, Precinct 1",Delta County - 911 Millage Renewal Proposal,,Yes,,204,0,20,224
Delta,"Nahma Township, Precinct 1",Delta County - 911 Millage Renewal Proposal,,No,,84,0,16,100
Delta,"Nahma Township, Precinct 1",Delta County - 911 Millage Renewal Proposal,,Over Vote Count,,0,0,0,0
Delta,"Nahma Township, Precinct 1",Delta County - 911 Millage Renewal Proposal,,Under Vote Count,,20,0,2,22
Delta,"Nahma Township, Precinct 1",Delta County - Veterans Affairs Millage Proposal,,Ballots Cast,,308,0,38,346
Delta,"Nahma Township, Precinct 1",Delta County - Veterans Affairs Millage Proposal,,Yes,,210,0,23,233
Delta,"Nahma Township, Precinct 1",Delta County - Veterans Affairs Millage Proposal,,No,,74,0,14,88
Delta,"Nahma Township, Precinct 1",Delta County - Veterans Affairs Millage Proposal,,Over Vote Count,,0,0,0,0
Delta,"Nahma Township, Precinct 1",Delta County - Veterans Affairs Millage Proposal,,Under Vote Count,,24,0,1,25
Delta,"Nahma Township, Precinct 1",Nahma Township - Fire Department Renewal Proposal,,Ballots Cast,,308,0,38,346
Delta,"Nahma Township, Precinct 1",Nahma Township - Fire Department Renewal Proposal,,Yes,,236,0,26,262
Delta,"Nahma Township, Precinct 1",Nahma Township - Fire Department Renewal Proposal,,No,,54,0,10,64
Delta,"Nahma Township, Precinct 1",Nahma Township - Fire Department Renewal Proposal,,Over Vote Count,,0,0,0,0
Delta,"Nahma Township, Precinct 1",Nahma Township - Fire Department Renewal Proposal,,Under Vote Count,,18,0,2,20
Delta,"Wells Township, Precinct 1",President,,Ballots Cast,,304,335,384,1023
Delta,"Wells Township, Precinct 1",President,,Kamala D. Harris / Tim Walz,Democrat,84,174,80,338
Delta,"Wells Township, Precinct 1",President,,Donald J. Trump / JD Vance,Republican,211,158,302,671
Delta,"Wells Township, Precinct 1",President,,Chase Oliver / Mike ter Maat,Libertarian,1,1,0,2
Delta,"Wells Township, Precinct 1",President,,Jill Stein / Rudolph Ware,Green,1,0,0,1
Delta,"Wells Township, Precinct 1",President,,"Robert F. Kennedy, Jr. / Nicole Shanahan",Natural Law,3,0,1,4
Delta,"Wells Township, Precinct 1",President,,Write-in,,1,0,0,1
Delta,"Wells Township, Precinct 1",President,,Over Vote Count,,0,0,0,0
Delta,"Wells Township, Precinct 1",President,,Under Vote Count,,3,2,1,6
Delta,"Wells Township, Precinct 1",U.S. Senate,,Ballots Cast,,304,335,384,1023
Delta,"Wells Township, Precinct 1",U.S. Senate,,Elissa Slotkin,Democrat,82,170,74,326
Delta,"Wells Township, Precinct 1",U.S. Senate,,Mike Rogers,Republican,197,153,298,648
Delta,"Wells Township, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,Libertarian,10,3,0,13
Delta,"Wells Township, Precinct 1",U.S. Senate,,Dave Stein,U.S. Taxpayers,3,1,4,8
Delta,"Wells Township, Precinct 1",U.S. Senate,,Douglas P. Marsh,Green,2,1,1,4
Delta,"Wells Township, Precinct 1",U.S. Senate,,Doug Dern,Natural Law,2,0,3,5
Delta,"Wells Township, Precinct 1",U.S. Senate,,Over Vote Count,,0,0,0,0
Delta,"Wells Township, Precinct 1",U.S. Senate,,Under Vote Count,,8,7,2,17
Delta,"Wells Township, Precinct 1",U.S. Senate,,Write-in,,0,0,2,2
Delta,"Wells Township, Precinct 1",U.S. House,1,Ballots Cast,,304,335,384,1023
Delta,"Wells Township, Precinct 1",U.S. House,1,Callie Barr,Democrat,86,169,82,337
Delta,"Wells Township, Precinct 1",U.S. House,1,Jack Bergman,Republican,193,156,291,640
Delta,"Wells Township, Precinct 1",U.S. House,1,Andrew Gale,Libertarian,7,1,3,11
Delta,"Wells Township, Precinct 1",U.S. House,1,Liz Hakola,Working Class,9,3,4,16
Delta,"Wells Township, Precinct 1",U.S. House,1,Over Vote Count,,0,0,0,0
Delta,"Wells Township, Precinct 1",U.S. House,1,Under Vote Count,,9,6,3,18
Delta,"Wells Township, Precinct 1",U.S. House,1,Write-in,,0,0,1,1
Delta,"Wells Township, Precinct 1",State House,108,Ballots Cast,,304,335,384,1023
Delta,"Wells Township, Precinct 1",State House,108,Christiana Reynolds,Democrat,78,163,71,312
Delta,"Wells Township, Precinct 1",State House,108,David Prestin,Republican,205,160,303,668
Delta,"Wells Township, Precinct 1",State House,108,Kayla Wikstrom,Libertarian,10,5,4,19
Delta,"Wells Township, Precinct 1",State House,108,Write-in,,1,0,2,3
Delta,"Wells Township, Precinct 1",State House,108,Over Vote Count,,0,0,0,0
Delta,"Wells Township, Precinct 1",State House,108,Under Vote Count,,10,7,4,21
Delta,"Wells Township, Precinct 1",Member of the State Board of Education,,Ballots Cast,,304,335,384,1023
Delta,"Wells Township, Precinct 1",Member of the State Board of Education,,Theodore Jones,Democrat,64,157,57,278
Delta,"Wells Township, Precinct 1",Member of the State Board of Education,,Adam Frederick Zemke,Democrat,60,155,54,269
Delta,"Wells Township, Precinct 1",Member of the State Board of Education,,Tom McMillin,Republican,171,140,259,570
Delta,"Wells Township, Precinct 1",Member of the State Board of Education,,Nikki Snyder,Republican,168,138,253,559
Delta,"Wells Township, Precinct 1",Member of the State Board of Education,,Scotty Boman,Libertarian,14,6,9,29
Delta,"Wells Township, Precinct 1",Member of the State Board of Education,,Ted Gerrard,U.S. Taxpayers,3,4,6,13
Delta,"Wells Township, Precinct 1",Member of the State Board of Education,,Christine C. Schwartz,U.S. Taxpayers,7,4,7,18
Delta,"Wells Township, Precinct 1",Member of the State Board of Education,,Mary Anne Hering,Working Class,20,10,16,46
Delta,"Wells Township, Precinct 1",Member of the State Board of Education,,Over Vote Count,,0,0,2,2
Delta,"Wells Township, Precinct 1",Member of the State Board of Education,,Under Vote Count,,101,56,102,259
Delta,"Wells Township, Precinct 1",Member of the State Board of Education,,Write-in,,0,0,3,3
Delta,"Wells Township, Precinct 1",Regent of the University of Michigan,,Ballots Cast,,304,335,384,1023
Delta,"Wells Township, Precinct 1",Regent of the University of Michigan,,Denise Ilitch,Democrat,69,160,63,292
Delta,"Wells Township, Precinct 1",Regent of the University of Michigan,,Shauna Ryder Diggs,Democrat,60,159,60,279
Delta,"Wells Township, Precinct 1",Regent of the University of Michigan,,Carl Meyers,Republican,180,150,276,606
Delta,"Wells Township, Precinct 1",Regent of the University of Michigan,,Sevag Vartanian,Republican,148,129,239,516
Delta,"Wells Township, Precinct 1",Regent of the University of Michigan,,Andrew Chadderdon,Libertarian,17,4,8,29
Delta,"Wells Township, Precinct 1",Regent of the University of Michigan,,Donna M. Oetman,U.S. Taxpayers,14,6,5,25
Delta,"Wells Township, Precinct 1",Regent of the University of Michigan,,Write-in,,2,0,3,5
Delta,"Wells Township, Precinct 1",Regent of the University of Michigan,,Over Vote Count,,0,0,0,0
Delta,"Wells Township, Precinct 1",Regent of the University of Michigan,,Under Vote Count,,118,62,114,294
Delta,"Wells Township, Precinct 1",Trustee of Michigan State University,,Ballots Cast,,304,335,384,1023
Delta,"Wells Township, Precinct 1",Trustee of Michigan State University,,Rebecca Bahar-Cook,Democrat,70,156,66,292
Delta,"Wells Township, Precinct 1",Trustee of Michigan State University,,Thomas Stallworth III,Democrat,53,150,59,262
Delta,"Wells Township, Precinct 1",Trustee of Michigan State University,,Mike Balow,Republican,170,144,260,574
Delta,"Wells Township, Precinct 1",Trustee of Michigan State University,,Julie Maday,Republican,163,142,251,556
Delta,"Wells Township, Precinct 1",Trustee of Michigan State University,,Grant T. Baker,Libertarian,11,5,2,18
Delta,"Wells Township, Precinct 1",Trustee of Michigan State University,,Janet M. Sanger,U.S. Taxpayers,13,2,4,19
Delta,"Wells Township, Precinct 1",Trustee of Michigan State University,,John Paul Sanger,U.S. Taxpayers,9,4,7,20
Delta,"Wells Township, Precinct 1",Trustee of Michigan State University,,John Anthony La Pietra,Green,2,2,3,7
Delta,"Wells Township, Precinct 1",Trustee of Michigan State University,,Write-in,,2,0,3,5
Delta,"Wells Township, Precinct 1",Trustee of Michigan State University,,Over Vote Count,,0,0,0,0
Delta,"Wells Township, Precinct 1",Trustee of Michigan State University,,Under Vote Count,,115,65,113,293
Delta,"Wells Township, Precinct 1",Governor of Wayne State University,,Ballots Cast,,304,335,384,1023
Delta,"Wells Township, Precinct 1",Governor of Wayne State University,,Rasha Demashkieh,Democrat,64,152,57,273
Delta,"Wells Township, Precinct 1",Governor of Wayne State University,,Mark T. Gaffney,Democrat,60,151,61,272
Delta,"Wells Township, Precinct 1",Governor of Wayne State University,,Michael Busuito,Republican,163,140,252,555
Delta,"Wells Township, Precinct 1",Governor of Wayne State University,,Sunny Reddy,Republican,146,140,252,538
Delta,"Wells Township, Precinct 1",Governor of Wayne State University,,Farid Ishac,Libertarian,11,3,2,16
Delta,"Wells Township, Precinct 1",Governor of Wayne State University,,William Mohr II,U.S. Taxpayers,8,3,2,13
Delta,"Wells Township, Precinct 1",Governor of Wayne State University,,Sami Makhoul,Green,2,2,0,4
Delta,"Wells Township, Precinct 1",Governor of Wayne State University,,Suzanne Roehrig,Working Class,14,5,9,28
Delta,"Wells Township, Precinct 1",Governor of Wayne State University,,Kathleen Oakford,Natural Law,7,0,2,9
Delta,"Wells Township, Precinct 1",Governor of Wayne State University,,Write-in,,5,0,4,9
Delta,"Wells Township, Precinct 1",Governor of Wayne State University,,Over Vote Count,,0,0,0,0
Delta,"Wells Township, Precinct 1",Governor of Wayne State University,,Under Vote Count,,128,74,127,329
Delta,"Wells Township, Precinct 1",County Prosecuting Attorney,,Ballots Cast,,304,335,384,1023
Delta,"Wells Township, Precinct 1",County Prosecuting Attorney,,Lauren Wickman,Republican,250,215,331,796
Delta,"Wells Township, Precinct 1",County Prosecuting Attorney,,Write-in,,8,2,4,14
Delta,"Wells Township, Precinct 1",County Prosecuting Attorney,,Over Vote Count,,0,0,0,0
Delta,"Wells Township, Precinct 1",County Prosecuting Attorney,,Under Vote Count,,46,118,49,213
Delta,"Wells Township, Precinct 1",County Sheriff,,Ballots Cast,,304,335,384,1023
Delta,"Wells Township, Precinct 1",County Sheriff,,Todd M. Tardiff,Republican,257,218,331,806
Delta,"Wells Township, Precinct 1",County Sheriff,,Write-in,,3,3,4,10
Delta,"Wells Township, Precinct 1",County Sheriff,,Over Vote Count,,0,0,0,0
Delta,"Wells Township, Precinct 1",County Sheriff,,Under Vote Count,,44,114,49,207
Delta,"Wells Township, Precinct 1",County Clerk and Register of Deeds,,Ballots Cast,,304,335,384,1023
Delta,"Wells Township, Precinct 1",County Clerk and Register of Deeds,,Nancy Kolich Przewrocki,Republican,259,228,341,828
Delta,"Wells Township, Precinct 1",County Clerk and Register of Deeds,,Write-in,,1,1,2,4
Delta,"Wells Township, Precinct 1",County Clerk and Register of Deeds,,Over Vote Count,,0,0,0,0
Delta,"Wells Township, Precinct 1",County Clerk and Register of Deeds,,Under Vote Count,,44,106,41,191
Delta,"Wells Township, Precinct 1",County Treasurer,,Ballots Cast,,304,335,384,1023
Delta,"Wells Township, Precinct 1",County Treasurer,,Sherry Godfrey,Republican,247,206,328,781
Delta,"Wells Township, Precinct 1",County Treasurer,,Write-in,,2,2,2,6
Delta,"Wells Township, Precinct 1",County Treasurer,,Over Vote Count,,0,0,0,0
Delta,"Wells Township, Precinct 1",County Treasurer,,Under Vote Count,,55,127,54,236
Delta,"Wells Township, Precinct 1",County Road Commissioner,,Ballots Cast,,304,335,384,1023
Delta,"Wells Township, Precinct 1",County Road Commissioner,,Bob Aschbacher,Democrat,151,209,151,511
Delta,"Wells Township, Precinct 1",County Road Commissioner,,Mark Asselin,Democrat,134,194,137,465
Delta,"Wells Township, Precinct 1",County Road Commissioner,,Write-in,,13,4,20,37
Delta,"Wells Township, Precinct 1",County Road Commissioner,,Over Vote Count,,0,0,0,0
Delta,"Wells Township, Precinct 1",County Road Commissioner,,Under Vote Count,,310,263,460,1033
Delta,"Wells Township, Precinct 1",County Drain Commissioner,,Ballots Cast,,304,335,384,1023
Delta,"Wells Township, Precinct 1",County Drain Commissioner,,Dean Auger,Republican,245,203,321,769
Delta,"Wells Township, Precinct 1",County Drain Commissioner,,Write-in,,4,1,3,8
Delta,"Wells Township, Precinct 1",County Drain Commissioner,,Over Vote Count,,0,0,0,0
Delta,"Wells Township, Precinct 1",County Drain Commissioner,,Under Vote Count,,55,131,60,246
Delta,"Wells Township, Precinct 1",County Surveyor,,Ballots Cast,,304,335,384,1023
Delta,"Wells Township, Precinct 1",County Surveyor,,Terence S. Wanic,Republican,250,215,331,796
Delta,"Wells Township, Precinct 1",County Surveyor,,Write-in,,4,1,3,8
Delta,"Wells Township, Precinct 1",County Surveyor,,Over Vote Count,,0,0,0,0
Delta,"Wells Township, Precinct 1",County Surveyor,,Under Vote Count,,50,119,50,219
Delta,"Wells Township, Precinct 1",County Commissioner 5th  District,,Ballots Cast,,304,335,384,1023
Delta,"Wells Township, Precinct 1",County Commissioner 5th  District,,Matthew C. Jensen,Republican,251,217,329,797
Delta,"Wells Township, Precinct 1",County Commissioner 5th  District,,Write-in,,3,1,2,6
Delta,"Wells Township, Precinct 1",County Commissioner 5th  District,,Over Vote Count,,0,0,0,0
Delta,"Wells Township, Precinct 1",County Commissioner 5th  District,,Under Vote Count,,50,117,53,220
Delta,"Wells Township, Precinct 1",Wells Township Supervisor,,Ballots Cast,,304,335,384,1023
Delta,"Wells Township, Precinct 1",Wells Township Supervisor,,Bob Stasewich,No Party Affiliation,209,192,249,650
Delta,"Wells Township, Precinct 1",Wells Township Supervisor,,Write-in,,5,0,4,9
Delta,"Wells Township, Precinct 1",Wells Township Supervisor,,Over Vote Count,,0,0,0,0
Delta,"Wells Township, Precinct 1",Wells Township Supervisor,,Under Vote Count,,90,143,131,364
Delta,"Wells Township, Precinct 1",Wells Township Clerk,,Ballots Cast,,304,335,384,1023
Delta,"Wells Township, Precinct 1",Wells Township Clerk,,Write-in,,30,22,38,90
