county,precinct,office,district,candidate,party,votes,election_day,absentee,early_voting
Bay,Portsmouth Township Precinct 1,Local School District Board Member Bay City Public Schools,,David N. Welch,,189,95,76,18
Bay,Portsmouth Township Precinct 1,Local School District Board Member Bay City Public Schools,,Write-ins,,0,0,0,0
Bay,Portsmouth Township Precinct 1,Bay County Community Center Outdoor Public Pool Area Millage Bay County,,Yes,,414,208,163,43
Bay,Portsmouth Township Precinct 1,Bay County Community Center Outdoor Public Pool Area Millage Bay County,,No,,438,240,167,31
Bay,Portsmouth Township Precinct 1,Mosquito Control Millage Renewal Bay County,,Yes,,713,357,293,63
Bay,Portsmouth Township Precinct 1,Mosquito Control Millage Renewal Bay County,,No,,168,102,48,18
Bay,Portsmouth Township Precinct 1,Bay Metropolitan Transportation Authority Millage Renewal Bay County,,Yes,,464,214,203,47
Bay,Portsmouth Township Precinct 1,Bay Metropolitan Transportation Authority Millage Renewal Bay County,,No,,394,231,129,34
Bay,Portsmouth Township Precinct 2,Registered Voters - Total,,,,1688,,,
Bay,Portsmouth Township Precinct 2,Ballots Cast - Total,,,,1204,566,490,148
Bay,Portsmouth Township Precinct 2,Ballots Cast - Blank,,,,0,0,0,0
Bay,Portsmouth Township Precinct 2,Straight Party Ticket,,Democrat,DEM,259,92,132,35
Bay,Portsmouth Township Precinct 2,Straight Party Ticket,,Republican,REP,290,173,73,44
Bay,Portsmouth Township Precinct 2,Straight Party Ticket,,Libertarian,LIB,2,2,0,0
Bay,Portsmouth Township Precinct 2,Straight Party Ticket,,U.S. Taxpayers,UST,1,1,0,0
Bay,Portsmouth Township Precinct 2,Straight Party Ticket,,Green,GRN,0,0,0,0
Bay,Portsmouth Township Precinct 2,Straight Party Ticket,,Working Class,WCP,6,5,1,0
Bay,Portsmouth Township Precinct 2,Straight Party Ticket,,Natural Law,NLP,0,0,0,0
Bay,Portsmouth Township Precinct 2,President,,Kamala D. Harris,DEM,504,173,266,65
Bay,Portsmouth Township Precinct 2,President,,Donald J. Trump,REP,677,388,207,82
Bay,Portsmouth Township Precinct 2,President,,Chase Oliver,LIB,3,1,2,0
Bay,Portsmouth Township Precinct 2,President,,Randall Terry,UST,0,0,0,0
Bay,Portsmouth Township Precinct 2,President,,Jill Stein,GRN,2,1,0,1
Bay,Portsmouth Township Precinct 2,President,,"Robert F. Kennedy, Jr.",NLP,3,0,3,0
Bay,Portsmouth Township Precinct 2,President,,Joseph Kishore,,0,0,0,0
Bay,Portsmouth Township Precinct 2,President,,Cornel West,,1,1,0,0
Bay,Portsmouth Township Precinct 2,President,,Write-ins,,0,0,0,0
Bay,Portsmouth Township Precinct 2,U.S. Senate,,Elissa Slotkin,DEM,522,182,274,66
Bay,Portsmouth Township Precinct 2,U.S. Senate,,Mike Rogers,REP,613,344,191,78
Bay,Portsmouth Township Precinct 2,U.S. Senate,,Joseph Solis-Mullen,LIB,12,8,3,1
Bay,Portsmouth Township Precinct 2,U.S. Senate,,Dave Stein,UST,16,10,6,0
Bay,Portsmouth Township Precinct 2,U.S. Senate,,Douglas P. Marsh,GRN,3,3,0,0
Bay,Portsmouth Township Precinct 2,U.S. Senate,,Doug Dern,NLP,3,0,2,1
Bay,Portsmouth Township Precinct 2,U.S. Senate,,Write-ins,,0,0,0,0
Bay,Portsmouth Township Precinct 2,U.S. House,8,Kristen McDonald Rivet,DEM,568,206,292,70
Bay,Portsmouth Township Precinct 2,U.S. House,8,Paul Junge,REP,542,301,171,70
Bay,Portsmouth Township Precinct 2,U.S. House,8,Steve Barcelo,LIB,16,11,3,2
Bay,Portsmouth Township Precinct 2,U.S. House,8,James Allen Little,UST,9,7,2,0
Bay,Portsmouth Township Precinct 2,U.S. House,8,Jim Casha,GRN,3,2,1,0
Bay,Portsmouth Township Precinct 2,U.S. House,8,Kathy Goodwin,WCP,27,15,7,5
Bay,Portsmouth Township Precinct 2,U.S. House,8,Write-ins,,0,0,0,0
Bay,Portsmouth Township Precinct 2,State House,96,"Rudy M. Howard, Jr.",DEM,453,158,238,57
Bay,Portsmouth Township Precinct 2,State House,96,Timothy Beson,REP,706,384,235,87
Bay,Portsmouth Township Precinct 2,State House,96,Write-ins,,0,0,0,0
Bay,Portsmouth Township Precinct 2,Member of the State Board of Education State,,Theodore Jones,DEM,464,162,242,60
Bay,Portsmouth Township Precinct 2,Member of the State Board of Education State,,Adam Frederick Zemke,DEM,426,139,231,56
Bay,Portsmouth Township Precinct 2,Member of the State Board of Education State,,Tom McMillin,REP,541,309,162,70
Bay,Portsmouth Township Precinct 2,Member of the State Board of Education State,,Nikki Snyder,REP,543,299,172,72
Bay,Portsmouth Township Precinct 2,Member of the State Board of Education State,,Scotty Boman,LIB,30,18,11,1
Bay,Portsmouth Township Precinct 2,Member of the State Board of Education State,,Ted Gerrard,UST,15,8,7,0
Bay,Portsmouth Township Precinct 2,Member of the State Board of Education State,,Christine C. Schwartz,UST,24,13,9,2
Bay,Portsmouth Township Precinct 2,Member of the State Board of Education State,,Mary Anne Hering,WCP,48,26,15,7
Bay,Portsmouth Township Precinct 2,Member of the State Board of Education State,,Write-ins,,0,0,0,0
Bay,Portsmouth Township Precinct 2,Regent of the University of Michigan State,,Shauna Ryder Diggs,DEM,458,159,240,59
Bay,Portsmouth Township Precinct 2,Regent of the University of Michigan State,,Denise Ilitch,DEM,471,169,247,55
Bay,Portsmouth Township Precinct 2,Regent of the University of Michigan State,,Carl Meyers,REP,569,318,179,72
Bay,Portsmouth Township Precinct 2,Regent of the University of Michigan State,,Sevag Vartanian,REP,446,247,136,63
Bay,Portsmouth Township Precinct 2,Regent of the University of Michigan State,,Andrew Chadderdon,LIB,35,20,11,4
Bay,Portsmouth Township Precinct 2,Regent of the University of Michigan State,,Donna M. Oetman,UST,43,25,15,3
Bay,Portsmouth Township Precinct 2,Regent of the University of Michigan State,,Write-ins,,0,0,0,0
Bay,Portsmouth Township Precinct 2,Trustee of Michigan State University State,,Rebecca Bahar-Cook,DEM,457,164,236,57
Bay,Portsmouth Township Precinct 2,Trustee of Michigan State University State,,Thomas Stallworth III,DEM,438,149,234,55
Bay,Portsmouth Township Precinct 2,Trustee of Michigan State University State,,Mike Balow,REP,528,294,162,72
Bay,Portsmouth Township Precinct 2,Trustee of Michigan State University State,,Julie Maday,REP,516,280,167,69
Bay,Portsmouth Township Precinct 2,Trustee of Michigan State University State,,Grant T. Baker,LIB,24,14,7,3
Bay,Portsmouth Township Precinct 2,Trustee of Michigan State University State,,Janet M. Sanger,UST,24,15,9,0
Bay,Portsmouth Township Precinct 2,Trustee of Michigan State University State,,John Paul Sanger,UST,27,16,11,0
Bay,Portsmouth Township Precinct 2,Trustee of Michigan State University State,,John Anthony La Pietra,GRN,8,5,3,0
Bay,Portsmouth Township Precinct 2,Trustee of Michigan State University State,,Write-ins,,0,0,0,0
Bay,Portsmouth Township Precinct 2,Governor of Wayne State University State,,Rasha Demashkieh,DEM,404,147,203,54
Bay,Portsmouth Township Precinct 2,Governor of Wayne State University State,,Mark T. Gaffney,DEM,455,150,250,55
Bay,Portsmouth Township Precinct 2,Governor of Wayne State University State,,Michael Busuito,REP,533,294,170,69
Bay,Portsmouth Township Precinct 2,Governor of Wayne State University State,,Sunny Reddy,REP,485,272,144,69
Bay,Portsmouth Township Precinct 2,Governor of Wayne State University State,,Farid Ishac,LIB,12,5,6,1
Bay,Portsmouth Township Precinct 2,Governor of Wayne State University State,,William Mohr II,UST,23,13,10,0
Bay,Portsmouth Township Precinct 2,Governor of Wayne State University State,,Sami Makhoul,GRN,6,3,3,0
Bay,Portsmouth Township Precinct 2,Governor of Wayne State University State,,Suzanne Roehrig,WCP,40,23,14,3
Bay,Portsmouth Township Precinct 2,Governor of Wayne State University State,,Kathleen Oakford,NLP,14,5,7,2
Bay,Portsmouth Township Precinct 2,Governor of Wayne State University State,,Write-ins,,0,0,0,0
Bay,Portsmouth Township Precinct 2,County Executive Bay County,,Jim Barcia,DEM,584,217,301,66
Bay,Portsmouth Township Precinct 2,County Executive Bay County,,Kevin Shark,REP,507,287,149,71
Bay,Portsmouth Township Precinct 2,County Executive Bay County,,Write-ins,,0,0,0,0
Bay,Portsmouth Township Precinct 2,Prosecuting Attorney Bay County,,Nancy E. Borushko,DEM,497,183,251,63
Bay,Portsmouth Township Precinct 2,Prosecuting Attorney Bay County,,Mike Kanuszewski,REP,653,352,223,78
Bay,Portsmouth Township Precinct 2,Prosecuting Attorney Bay County,,Write-ins,,0,0,0,0
Bay,Portsmouth Township Precinct 2,Sheriff Bay County,,Troy R. Cunningham,DEM,829,362,367,100
Bay,Portsmouth Township Precinct 2,Sheriff Bay County,,Write-ins,,0,0,0,0
Bay,Portsmouth Township Precinct 2,Clerk Bay County,,Kathleen Zanotti,DEM,801,344,356,101
Bay,Portsmouth Township Precinct 2,Clerk Bay County,,Write-ins,,0,0,0,0
Bay,Portsmouth Township Precinct 2,Treasurer Bay County,,Weston Prince,DEM,763,328,341,94
Bay,Portsmouth Township Precinct 2,Treasurer Bay County,,Write-ins,,0,0,0,0
Bay,Portsmouth Township Precinct 2,Register of Deeds Bay County,,Brandon D. Krause,DEM,769,329,347,93
Bay,Portsmouth Township Precinct 2,Register of Deeds Bay County,,Write-ins,,0,0,0,0
Bay,Portsmouth Township Precinct 2,County Road Commissioner Bay County,,Michael J. Maillette,DEM,500,174,263,63
Bay,Portsmouth Township Precinct 2,County Road Commissioner Bay County,,Bill Schumacher,REP,629,354,199,76
Bay,Portsmouth Township Precinct 2,County Road Commissioner Bay County,,Write-ins,,0,0,0,0
Bay,Portsmouth Township Precinct 2,Drain Commissioner Bay County,,Bill Jordan,DEM,462,160,243,59
Bay,Portsmouth Township Precinct 2,Drain Commissioner Bay County,,Michael Rivard,REP,663,361,218,84
Bay,Portsmouth Township Precinct 2,Drain Commissioner Bay County,,Write-ins,,0,0,0,0
Bay,Portsmouth Township Precinct 2,County Commissioner County Commissioner District 05,,Thomas M. Herek,DEM,587,211,307,69
Bay,Portsmouth Township Precinct 2,County Commissioner County Commissioner District 05,,Christopher T. Rupp,REP,565,323,168,74
Bay,Portsmouth Township Precinct 2,County Commissioner County Commissioner District 05,,Write-ins,,0,0,0,0
Bay,Portsmouth Township Precinct 2,Supervisor Portsmouth Township,,Robert J. Pawlak,DEM,808,351,358,99
Bay,Portsmouth Township Precinct 2,Supervisor Portsmouth Township,,Write-ins,,0,0,0,0
Bay,Portsmouth Township Precinct 2,Clerk Portsmouth Township,,Judith F. Bukowski,DEM,804,345,363,96
Bay,Portsmouth Township Precinct 2,Clerk Portsmouth Township,,Write-ins,,0,0,0,0
Bay,Portsmouth Township Precinct 2,Treasurer Portsmouth Township,,Kevin Kokaly,DEM,795,342,359,94
Bay,Portsmouth Township Precinct 2,Treasurer Portsmouth Township,,Write-ins,,0,0,0,0
Bay,Portsmouth Township Precinct 2,Trustee Portsmouth Township,,Rebecca Brandt,DEM,670,263,327,80
Bay,Portsmouth Township Precinct 2,Trustee Portsmouth Township,,Nance Corrion,DEM,638,249,310,79
Bay,Portsmouth Township Precinct 2,Trustee Portsmouth Township,,Gene VanDriessche,DEM,639,250,313,76
Bay,Portsmouth Township Precinct 2,Trustee Portsmouth Township,,Michael Van Driessche,DEM,635,246,312,77
Bay,Portsmouth Township Precinct 2,Trustee Portsmouth Township,,Write-ins,,0,0,0,0
Bay,Portsmouth Township Precinct 2,Justice of Supreme Court Supreme Court,,Andrew Fink,,305,175,93,37
Bay,Portsmouth Township Precinct 2,Justice of Supreme Court Supreme Court,,Kimberly Ann Thomas,,596,239,286,71
Bay,Portsmouth Township Precinct 2,Justice of Supreme Court Supreme Court,,Write-ins,,0,0,0,0
Bay,Portsmouth Township Precinct 2,Justice of Supreme Court Supreme Court,,Kyra Harris Bolden,,499,199,248,52
Bay,Portsmouth Township Precinct 2,Justice of Supreme Court Supreme Court,,Patrick William O'Grady,,385,203,127,55
Bay,Portsmouth Township Precinct 2,Justice of Supreme Court Supreme Court,,Write-ins,,0,0,0,0
Bay,Portsmouth Township Precinct 2,Judge of Court of Appeals 4th District,,Stephen L. Borrello,,746,349,311,86
Bay,Portsmouth Township Precinct 2,Judge of Court of Appeals 4th District,,Write-ins,,0,0,0,0
Bay,Portsmouth Township Precinct 2,Judge of Court of Appeals 4th District,,Allie Greenleaf Maldonado,,710,330,296,84
Bay,Portsmouth Township Precinct 2,Judge of Court of Appeals 4th District,,Write-ins,,0,0,0,0
Bay,Portsmouth Township Precinct 2,Judge of Probate Court Bay County Probate Court,,Jan A. Miner,,773,355,324,94
Bay,Portsmouth Township Precinct 2,Judge of Probate Court Bay County Probate Court,,Write-ins,,0,0,0,0
Bay,Portsmouth Township Precinct 2,Judge of District Court 74th District,,Timothy J. Kelly,,787,353,342,92
Bay,Portsmouth Township Precinct 2,Judge of District Court 74th District,,Write-ins,,0,0,0,0
Bay,Portsmouth Township Precinct 2,Delta College Board of Trustees Member County of Bay Delta College,,Michael D. Rowley,,736,341,310,85
Bay,Portsmouth Township Precinct 2,Delta College Board of Trustees Member County of Bay Delta College,,Write-ins,,0,0,0,0
Bay,Portsmouth Township Precinct 2,Delta College Board of Trustees Member County of Midland Delta College,,Stacey L. Gannon,,670,323,270,77
Bay,Portsmouth Township Precinct 2,Delta College Board of Trustees Member County of Midland Delta College,,Write-ins,,0,0,0,0
Bay,Portsmouth Township Precinct 2,Delta College Board of Trustees Member County of Saginaw Delta College,,Alexis S. Thomas,,654,309,266,79
Bay,Portsmouth Township Precinct 2,Delta College Board of Trustees Member County of Saginaw Delta College,,Write-ins,,0,0,0,0
Bay,Portsmouth Township Precinct 2,Local School District Board Member Bay City Public Schools,,Thomas A. Baird,,336,138,165,33
Bay,Portsmouth Township Precinct 2,Local School District Board Member Bay City Public Schools,,Christopher Connors,,250,111,111,28
Bay,Portsmouth Township Precinct 2,Local School District Board Member Bay City Public Schools,,David Hackett,,149,80,55,14
Bay,Portsmouth Township Precinct 2,Local School District Board Member Bay City Public Schools,,Wendy Legner,,426,161,216,49
Bay,Portsmouth Township Precinct 2,Local School District Board Member Bay City Public Schools,,Mason Pressler,,264,107,122,35
Bay,Portsmouth Township Precinct 2,Local School District Board Member Bay City Public Schools,,Carrie Sepeda,,283,126,123,34
Bay,Portsmouth Township Precinct 2,Local School District Board Member Bay City Public Schools,,David N. Welch,,296,150,116,30
Bay,Portsmouth Township Precinct 2,Local School District Board Member Bay City Public Schools,,Write-ins,,0,0,0,0
Bay,Portsmouth Township Precinct 2,Bay County Community Center Outdoor Public Pool Area Millage Bay County,,Yes,,543,259,221,63
Bay,Portsmouth Township Precinct 2,Bay County Community Center Outdoor Public Pool Area Millage Bay County,,No,,552,248,234,70
Bay,Portsmouth Township Precinct 2,Mosquito Control Millage Renewal Bay County,,Yes,,914,413,403,98
Bay,Portsmouth Township Precinct 2,Mosquito Control Millage Renewal Bay County,,No,,202,102,62,38
Bay,Portsmouth Township Precinct 2,Bay Metropolitan Transportation Authority Millage Renewal Bay County,,Yes,,708,309,315,84
Bay,Portsmouth Township Precinct 2,Bay Metropolitan Transportation Authority Millage Renewal Bay County,,No,,395,200,147,48
Bay,Williams Township Precinct 1,Registered Voters - Total,,,,2656,,,
Bay,Williams Township Precinct 1,Ballots Cast - Total,,,,2110,"1,142",751,217
Bay,Williams Township Precinct 1,Ballots Cast - Blank,,,,0,0,0,0
Bay,Williams Township Precinct 1,Straight Party Ticket,,Democrat,DEM,288,109,162,17
Bay,Williams Township Precinct 1,Straight Party Ticket,,Republican,REP,545,335,121,89
Bay,Williams Township Precinct 1,Straight Party Ticket,,Libertarian,LIB,3,3,0,0
Bay,Williams Township Precinct 1,Straight Party Ticket,,U.S. Taxpayers,UST,2,2,0,0
Bay,Williams Township Precinct 1,Straight Party Ticket,,Green,GRN,1,1,0,0
Bay,Williams Township Precinct 1,Straight Party Ticket,,Working Class,WCP,5,4,1,0
Bay,Williams Township Precinct 1,Straight Party Ticket,,Natural Law,NLP,1,1,0,0
Bay,Williams Township Precinct 1,President,,Kamala D. Harris,DEM,694,272,382,40
Bay,Williams Township Precinct 1,President,,Donald J. Trump,REP,1371,847,352,172
Bay,Williams Township Precinct 1,President,,Chase Oliver,LIB,10,9,0,1
Bay,Williams Township Precinct 1,President,,Randall Terry,UST,2,1,1,0
Bay,Williams Township Precinct 1,President,,Jill Stein,GRN,3,2,0,1
Bay,Williams Township Precinct 1,President,,"Robert F. Kennedy, Jr.",NLP,10,3,7,0
Bay,Williams Township Precinct 1,President,,Joseph Kishore,,1,1,0,0
Bay,Williams Township Precinct 1,President,,Cornel West,,0,0,0,0
Bay,Williams Township Precinct 1,President,,Write-ins,,0,0,0,0
Bay,Williams Township Precinct 1,U.S. Senate,,Elissa Slotkin,DEM,709,282,384,43
Bay,Williams Township Precinct 1,U.S. Senate,,Mike Rogers,REP,1296,792,336,168
Bay,Williams Township Precinct 1,U.S. Senate,,Joseph Solis-Mullen,LIB,23,21,2,0
Bay,Williams Township Precinct 1,U.S. Senate,,Dave Stein,UST,14,5,6,3
Bay,Williams Township Precinct 1,U.S. Senate,,Douglas P. Marsh,GRN,6,4,2,0
Bay,Williams Township Precinct 1,U.S. Senate,,Doug Dern,NLP,3,2,1,0
Bay,Williams Township Precinct 1,U.S. Senate,,Write-ins,,0,0,0,0
Bay,Williams Township Precinct 1,U.S. House,8,Kristen McDonald Rivet,DEM,779,328,406,45
Bay,Williams Township Precinct 1,U.S. House,8,Paul Junge,REP,1188,721,304,163
Bay,Williams Township Precinct 1,U.S. House,8,Steve Barcelo,LIB,29,24,4,1
Bay,Williams Township Precinct 1,U.S. House,8,James Allen Little,UST,9,3,5,1
Bay,Williams Township Precinct 1,U.S. House,8,Jim Casha,GRN,6,4,2,0
Bay,Williams Township Precinct 1,U.S. House,8,Kathy Goodwin,WCP,28,18,6,4
Bay,Williams Township Precinct 1,U.S. House,8,Write-ins,,0,0,0,0
Bay,Williams Township Precinct 1,State House,97,Mark Putnam,DEM,656,281,335,40
Bay,Williams Township Precinct 1,State House,97,Matthew Bierlein,REP,1309,774,361,174
Bay,Williams Township Precinct 1,State House,97,Write-ins,,0,0,0,0
Bay,Williams Township Precinct 1,Member of the State Board of Education State,,Theodore Jones,DEM,559,217,308,34
Bay,Williams Township Precinct 1,Member of the State Board of Education State,,Adam Frederick Zemke,DEM,546,207,309,30
Bay,Williams Township Precinct 1,Member of the State Board of Education State,,Tom McMillin,REP,1147,687,301,159
Bay,Williams Township Precinct 1,Member of the State Board of Education State,,Nikki Snyder,REP,1147,683,311,153
Bay,Williams Township Precinct 1,Member of the State Board of Education State,,Scotty Boman,LIB,71,49,14,8
Bay,Williams Township Precinct 1,Member of the State Board of Education State,,Ted Gerrard,UST,34,23,11,0
Bay,Williams Township Precinct 1,Member of the State Board of Education State,,Christine C. Schwartz,UST,36,21,13,2
Bay,Williams Township Precinct 1,Member of the State Board of Education State,,Mary Anne Hering,WCP,87,57,25,5
Bay,Williams Township Precinct 1,Member of the State Board of Education State,,Write-ins,,0,0,0,0
Bay,Williams Township Precinct 1,Regent of the University of Michigan State,,Shauna Ryder Diggs,DEM,568,226,309,33
Bay,Williams Township Precinct 1,Regent of the University of Michigan State,,Denise Ilitch,DEM,583,227,321,35
Bay,Williams Township Precinct 1,Regent of the University of Michigan State,,Carl Meyers,REP,1180,711,308,161
Bay,Williams Township Precinct 1,Regent of the University of Michigan State,,Sevag Vartanian,REP,984,588,256,140
Bay,Williams Township Precinct 1,Regent of the University of Michigan State,,Andrew Chadderdon,LIB,82,58,17,7
Bay,Williams Township Precinct 1,Regent of the University of Michigan State,,Donna M. Oetman,UST,71,46,21,4
Bay,Williams Township Precinct 1,Regent of the University of Michigan State,,Write-ins,,0,0,0,0
Bay,Williams Township Precinct 1,Trustee of Michigan State University State,,Rebecca Bahar-Cook,DEM,568,223,310,35
Bay,Williams Township Precinct 1,Trustee of Michigan State University State,,Thomas Stallworth III,DEM,508,194,285,29
Bay,Williams Township Precinct 1,Trustee of Michigan State University State,,Mike Balow,REP,1130,679,296,155
Bay,Williams Township Precinct 1,Trustee of Michigan State University State,,Julie Maday,REP,1084,640,295,149
Bay,Williams Township Precinct 1,Trustee of Michigan State University State,,Grant T. Baker,LIB,67,50,11,6
Bay,Williams Township Precinct 1,Trustee of Michigan State University State,,Janet M. Sanger,UST,57,35,18,4
Bay,Williams Township Precinct 1,Trustee of Michigan State University State,,John Paul Sanger,UST,43,27,11,5
Bay,Williams Township Precinct 1,Trustee of Michigan State University State,,John Anthony La Pietra,GRN,22,14,7,1
Bay,Williams Township Precinct 1,Trustee of Michigan State University State,,Write-ins,,0,0,0,0
Bay,Williams Township Precinct 1,Governor of Wayne State University State,,Rasha Demashkieh,DEM,510,194,282,34
Bay,Williams Township Precinct 1,Governor of Wayne State University State,,Mark T. Gaffney,DEM,558,221,306,31
Bay,Williams Township Precinct 1,Governor of Wayne State University State,,Michael Busuito,REP,1093,653,288,152
Bay,Williams Township Precinct 1,Governor of Wayne State University State,,Sunny Reddy,REP,1036,613,274,149
Bay,Williams Township Precinct 1,Governor of Wayne State University State,,Farid Ishac,LIB,39,29,6,4
Bay,Williams Township Precinct 1,Governor of Wayne State University State,,William Mohr II,UST,28,16,8,4
Bay,Williams Township Precinct 1,Governor of Wayne State University State,,Sami Makhoul,GRN,17,11,4,2
Bay,Williams Township Precinct 1,Governor of Wayne State University State,,Suzanne Roehrig,WCP,78,48,26,4
Bay,Williams Township Precinct 1,Governor of Wayne State University State,,Kathleen Oakford,NLP,27,16,10,1
Bay,Williams Township Precinct 1,Governor of Wayne State University State,,Write-ins,,0,0,0,0
Bay,Williams Township Precinct 1,County Executive Bay County,,Jim Barcia,DEM,820,339,425,56
Bay,Williams Township Precinct 1,County Executive Bay County,,Kevin Shark,REP,1086,672,267,147
Bay,Williams Township Precinct 1,County Executive Bay County,,Write-ins,,0,0,0,0
Bay,Williams Township Precinct 1,Prosecuting Attorney Bay County,,Nancy E. Borushko,DEM,631,262,330,39
Bay,Williams Township Precinct 1,Prosecuting Attorney Bay County,,Mike Kanuszewski,REP,1357,800,383,174
Bay,Williams Township Precinct 1,Prosecuting Attorney Bay County,,Write-ins,,0,0,0,0
Bay,Williams Township Precinct 1,Sheriff Bay County,,Troy R. Cunningham,DEM,1271,673,484,114
Bay,Williams Township Precinct 1,Sheriff Bay County,,Write-ins,,0,0,0,0
Bay,Williams Township Precinct 1,Clerk Bay County,,Kathleen Zanotti,DEM,1210,640,470,100
Bay,Williams Township Precinct 1,Clerk Bay County,,Write-ins,,0,0,0,0
Bay,Williams Township Precinct 1,Treasurer Bay County,,Weston Prince,DEM,1172,618,457,97
Bay,Williams Township Precinct 1,Treasurer Bay County,,Write-ins,,0,0,0,0
Bay,Williams Township Precinct 1,Register of Deeds Bay County,,Brandon D. Krause,DEM,1207,635,470,102
Bay,Williams Township Precinct 1,Register of Deeds Bay County,,Write-ins,,0,0,0,0
Bay,Williams Township Precinct 1,County Road Commissioner Bay County,,Michael J. Maillette,DEM,607,249,321,37
Bay,Williams Township Precinct 1,County Road Commissioner Bay County,,Bill Schumacher,REP,1319,785,364,170
Bay,Williams Township Precinct 1,County Road Commissioner Bay County,,Write-ins,,0,0,0,0
Bay,Williams Township Precinct 1,Drain Commissioner Bay County,,Bill Jordan,DEM,582,244,306,32
Bay,Williams Township Precinct 1,Drain Commissioner Bay County,,Michael Rivard,REP,1355,799,383,173
Bay,Williams Township Precinct 1,Drain Commissioner Bay County,,Write-ins,,0,0,0,0
Bay,Williams Township Precinct 1,County Commissioner County Commissioner District 03,,Vaughn J. Begick,REP,1543,892,467,184
Bay,Williams Township Precinct 1,County Commissioner County Commissioner District 03,,Write-ins,,0,0,0,0
Bay,Williams Township Precinct 1,Supervisor Williams Township,,Paul M. Wasek,DEM,712,319,343,50
Bay,Williams Township Precinct 1,Supervisor Williams Township,,Jerome E. Putt,REP,1293,751,384,158
Bay,Williams Township Precinct 1,Supervisor Williams Township,,Write-ins,,0,0,0,0
Bay,Williams Township Precinct 1,Clerk Williams Township,,Kellie Andrus,REP,1547,895,470,182
Bay,Williams Township Precinct 1,Clerk Williams Township,,Write-ins,,0,0,0,0
Bay,Williams Township Precinct 1,Treasurer Williams Township,,Terri Charbonneau,REP,1526,883,461,182
Bay,Williams Township Precinct 1,Treasurer Williams Township,,Write-ins,,0,0,0,0
Bay,Williams Township Precinct 1,Trustee Williams Township,,Brandy Martin,DEM,679,292,348,39
Bay,Williams Township Precinct 1,Trustee Williams Township,,Tom Putt,DEM,855,388,419,48
Bay,Williams Township Precinct 1,Trustee Williams Township,,Doug Behmlander,REP,1207,690,365,152
Bay,Williams Township Precinct 1,Trustee Williams Township,,Jason P. Gower,REP,1236,738,342,156
Bay,Williams Township Precinct 1,Trustee Williams Township,,Thomas Paige,REP,1224,679,393,152
Bay,Williams Township Precinct 1,Trustee Williams Township,,James E. Plant,REP,1191,666,376,149
Bay,Williams Township Precinct 1,Trustee Williams Township,,Write-ins,,0,0,0,0
Bay,Williams Township Precinct 1,Justice of Supreme Court Supreme Court,,Andrew Fink,,746,444,216,86
Bay,Williams Township Precinct 1,Justice of Supreme Court Supreme Court,,Kimberly Ann Thomas,,780,376,341,63
Bay,Williams Township Precinct 1,Justice of Supreme Court Supreme Court,,Write-ins,,0,0,0,0
Bay,Williams Township Precinct 1,Justice of Supreme Court Supreme Court,,Kyra Harris Bolden,,804,405,334,65
Bay,Williams Township Precinct 1,Justice of Supreme Court Supreme Court,,Patrick William O'Grady,,716,403,227,86
Bay,Williams Township Precinct 1,Justice of Supreme Court Supreme Court,,Write-ins,,0,0,0,0
Bay,Williams Township Precinct 1,Judge of Court of Appeals 4th District,,Stephen L. Borrello,,1162,631,411,120
Bay,Williams Township Precinct 1,Judge of Court of Appeals 4th District,,Write-ins,,0,0,0,0
Bay,Williams Township Precinct 1,Judge of Court of Appeals 4th District,,Allie Greenleaf Maldonado,,1120,606,402,112
Bay,Williams Township Precinct 1,Judge of Court of Appeals 4th District,,Write-ins,,0,0,0,0
Bay,Williams Township Precinct 1,Judge of Probate Court Bay County Probate Court,,Jan A. Miner,,1168,629,426,113
Bay,Williams Township Precinct 1,Judge of Probate Court Bay County Probate Court,,Write-ins,,0,0,0,0
Bay,Williams Township Precinct 1,Judge of District Court 74th District,,Timothy J. Kelly,,1195,636,431,128
Bay,Williams Township Precinct 1,Judge of District Court 74th District,,Write-ins,,0,0,0,0
Bay,Williams Township Precinct 1,Delta College Board of Trustees Member County of Bay Delta College,,Michael D. Rowley,,1170,639,411,120
Bay,Williams Township Precinct 1,Delta College Board of Trustees Member County of Bay Delta College,,Write-ins,,0,0,0,0
Bay,Williams Township Precinct 1,Delta College Board of Trustees Member County of Midland Delta College,,Stacey L. Gannon,,1117,619,382,116
Bay,Williams Township Precinct 1,Delta College Board of Trustees Member County of Midland Delta College,,Write-ins,,0,0,0,0
Bay,Williams Township Precinct 1,Delta College Board of Trustees Member County of Saginaw Delta College,,Alexis S. Thomas,,1087,605,373,109
Bay,Williams Township Precinct 1,Delta College Board of Trustees Member County of Saginaw Delta College,,Write-ins,,0,0,0,0
Bay,Williams Township Precinct 1,Local School District Board Member Bay City Public Schools,,Thomas A. Baird,,523,287,185,51
Bay,Williams Township Precinct 1,Local School District Board Member Bay City Public Schools,,Christopher Connors,,353,202,113,38
Bay,Williams Township Precinct 1,Local School District Board Member Bay City Public Schools,,David Hackett,,489,281,146,62
Bay,Williams Township Precinct 1,Local School District Board Member Bay City Public Schools,,Wendy Legner,,631,313,260,58
Bay,Williams Township Precinct 1,Local School District Board Member Bay City Public Schools,,Mason Pressler,,436,205,179,52
Bay,Williams Township Precinct 1,Local School District Board Member Bay City Public Schools,,Carrie Sepeda,,421,221,163,37
