county,precinct,office,district,party,candidate,votes,election,early_voting,absentee
Eaton,"City of Eaton Rapids, Precinct 3",Justice of Supreme Court Incumbent Position Partial Term Ending 1/1/2029,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Grand Ledge, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 1/1/2029,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Grand Ledge, Precinct 2",Justice of Supreme Court Incumbent Position Partial Term Ending 1/1/2029,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Grand Ledge, Precinct 3",Justice of Supreme Court Incumbent Position Partial Term Ending 1/1/2029,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Grand Ledge, Precinct 4",Justice of Supreme Court Incumbent Position Partial Term Ending 1/1/2029,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Olivet, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 1/1/2029,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Potterville, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 1/1/2029,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Lansing, 3-22",Justice of Supreme Court Incumbent Position Partial Term Ending 1/1/2029,,,Unassigned write-ins,0,0,0,0
Eaton,"Bellevue Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Philip P. Mariani,674,371,86,217
Eaton,"Benton Charter Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Philip P. Mariani,763,294,118,351
Eaton,"Brookfield Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Philip P. Mariani,343,183,56,104
Eaton,"Carmel Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Philip P. Mariani,800,259,225,316
Eaton,"Chester Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Philip P. Mariani,422,197,68,157
Eaton,"Delta Charter Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Philip P. Mariani,595,143,125,327
Eaton,"Delta Charter Township, Precinct 2",Judge of Court of Appeals 3rd District Incumbent Position,,,Philip P. Mariani,565,136,101,328
Eaton,"Delta Charter Township, Precinct 3",Judge of Court of Appeals 3rd District Incumbent Position,,,Philip P. Mariani,405,95,108,202
Eaton,"Delta Charter Township, Precinct 4",Judge of Court of Appeals 3rd District Incumbent Position,,,Philip P. Mariani,530,136,120,274
Eaton,"Delta Charter Township, Precinct 5",Judge of Court of Appeals 3rd District Incumbent Position,,,Philip P. Mariani,737,143,132,462
Eaton,"Delta Charter Township, Precinct 6",Judge of Court of Appeals 3rd District Incumbent Position,,,Philip P. Mariani,1188,431,199,558
Eaton,"Delta Charter Township, Precinct 7",Judge of Court of Appeals 3rd District Incumbent Position,,,Philip P. Mariani,719,245,119,355
Eaton,"Delta Charter Township, Precinct 8",Judge of Court of Appeals 3rd District Incumbent Position,,,Philip P. Mariani,741,251,145,345
Eaton,"Delta Charter Township, Precinct 11",Judge of Court of Appeals 3rd District Incumbent Position,,,Philip P. Mariani,539,151,92,296
Eaton,"Delta Charter Township, Precinct 12",Judge of Court of Appeals 3rd District Incumbent Position,,,Philip P. Mariani,520,144,81,295
Eaton,"Delta Charter Township, Precinct 13",Judge of Court of Appeals 3rd District Incumbent Position,,,Philip P. Mariani,375,122,64,189
Eaton,"Delta Charter Township, Precinct 14",Judge of Court of Appeals 3rd District Incumbent Position,,,Philip P. Mariani,465,129,114,222
Eaton,"Delta Charter Township, Precinct 15",Judge of Court of Appeals 3rd District Incumbent Position,,,Philip P. Mariani,767,178,142,447
Eaton,"Delta Charter Township, Precinct 16",Judge of Court of Appeals 3rd District Incumbent Position,,,Philip P. Mariani,1485,392,239,854
Eaton,"Eaton Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Philip P. Mariani,1212,484,224,504
Eaton,"Eaton Rapids Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Philip P. Mariani,1120,434,164,522
Eaton,"Hamlin Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Philip P. Mariani,899,454,117,328
Eaton,"Kalamo Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Philip P. Mariani,190,110,24,56
Eaton,"Kalamo Township, Precinct 2",Judge of Court of Appeals 3rd District Incumbent Position,,,Philip P. Mariani,224,124,29,71
Eaton,"Oneida Charter Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Philip P. Mariani,1079,386,138,555
Eaton,"Roxand Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Philip P. Mariani,431,263,37,131
Eaton,"Sunfield Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Philip P. Mariani,567,351,36,180
Eaton,"Vermontville Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Philip P. Mariani,453,397,56,0
Eaton,"Walton Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Philip P. Mariani,554,283,106,165
Eaton,"Windsor Charter Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Philip P. Mariani,784,278,106,400
Eaton,"Windsor Charter Township, Precinct 2",Judge of Court of Appeals 3rd District Incumbent Position,,,Philip P. Mariani,746,281,96,369
Eaton,"Windsor Charter Township, Precinct 3",Judge of Court of Appeals 3rd District Incumbent Position,,,Philip P. Mariani,570,176,85,309
Eaton,"City of Charlotte, Dist. 1, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Philip P. Mariani,898,343,165,390
Eaton,"City of Charlotte, Dist. 2, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Philip P. Mariani,985,344,186,455
Eaton,"City of Eaton Rapids, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Philip P. Mariani,375,200,39,136
Eaton,"City of Eaton Rapids, Precinct 2",Judge of Court of Appeals 3rd District Incumbent Position,,,Philip P. Mariani,353,189,46,118
Eaton,"City of Eaton Rapids, Precinct 3",Judge of Court of Appeals 3rd District Incumbent Position,,,Philip P. Mariani,442,217,58,167
Eaton,"City of Grand Ledge, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Philip P. Mariani,619,272,56,291
Eaton,"City of Grand Ledge, Precinct 2",Judge of Court of Appeals 3rd District Incumbent Position,,,Philip P. Mariani,629,284,64,281
Eaton,"City of Grand Ledge, Precinct 3",Judge of Court of Appeals 3rd District Incumbent Position,,,Philip P. Mariani,419,179,28,212
Eaton,"City of Grand Ledge, Precinct 4",Judge of Court of Appeals 3rd District Incumbent Position,,,Philip P. Mariani,413,138,41,234
Eaton,"City of Olivet, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Philip P. Mariani,209,192,17,0
Eaton,"City of Potterville, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Philip P. Mariani,685,348,83,254
Eaton,"City of Lansing, 3-22",Judge of Court of Appeals 3rd District Incumbent Position,,,Philip P. Mariani,901,329,166,406
Eaton,"Bellevue Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Christopher P. Yates,902,524,120,258
Eaton,"Benton Charter Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Christopher P. Yates,920,393,145,382
Eaton,"Brookfield Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Christopher P. Yates,414,231,68,115
Eaton,"Carmel Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Christopher P. Yates,957,329,282,346
Eaton,"Chester Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Christopher P. Yates,521,258,87,176
Eaton,"Delta Charter Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Christopher P. Yates,635,165,139,331
Eaton,"Delta Charter Township, Precinct 2",Judge of Court of Appeals 3rd District Incumbent Position,,,Christopher P. Yates,623,150,121,352
Eaton,"Delta Charter Township, Precinct 3",Judge of Court of Appeals 3rd District Incumbent Position,,,Christopher P. Yates,436,114,107,215
Eaton,"Delta Charter Township, Precinct 4",Judge of Court of Appeals 3rd District Incumbent Position,,,Christopher P. Yates,528,138,120,270
Eaton,"Delta Charter Township, Precinct 5",Judge of Court of Appeals 3rd District Incumbent Position,,,Christopher P. Yates,749,143,141,465
Eaton,"Delta Charter Township, Precinct 6",Judge of Court of Appeals 3rd District Incumbent Position,,,Christopher P. Yates,1234,474,202,558
Eaton,"Delta Charter Township, Precinct 7",Judge of Court of Appeals 3rd District Incumbent Position,,,Christopher P. Yates,742,252,139,351
Eaton,"Delta Charter Township, Precinct 8",Judge of Court of Appeals 3rd District Incumbent Position,,,Christopher P. Yates,786,284,151,351
Eaton,"Delta Charter Township, Precinct 11",Judge of Court of Appeals 3rd District Incumbent Position,,,Christopher P. Yates,592,174,99,319
Eaton,"Delta Charter Township, Precinct 12",Judge of Court of Appeals 3rd District Incumbent Position,,,Christopher P. Yates,540,163,86,291
Eaton,"Delta Charter Township, Precinct 13",Judge of Court of Appeals 3rd District Incumbent Position,,,Christopher P. Yates,398,120,75,203
Eaton,"Delta Charter Township, Precinct 14",Judge of Court of Appeals 3rd District Incumbent Position,,,Christopher P. Yates,494,156,113,225
Eaton,"Delta Charter Township, Precinct 15",Judge of Court of Appeals 3rd District Incumbent Position,,,Christopher P. Yates,812,199,162,451
Eaton,"Delta Charter Township, Precinct 16",Judge of Court of Appeals 3rd District Incumbent Position,,,Christopher P. Yates,1559,412,264,883
Eaton,"Eaton Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Christopher P. Yates,1380,594,249,537
Eaton,"Eaton Rapids Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Christopher P. Yates,1267,503,216,548
Eaton,"Hamlin Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Christopher P. Yates,1079,582,142,355
Eaton,"Kalamo Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Christopher P. Yates,236,144,29,63
Eaton,"Kalamo Township, Precinct 2",Judge of Court of Appeals 3rd District Incumbent Position,,,Christopher P. Yates,292,173,41,78
Eaton,"Oneida Charter Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Christopher P. Yates,1218,439,162,617
Eaton,"Roxand Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Christopher P. Yates,548,350,54,144
Eaton,"Sunfield Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Christopher P. Yates,650,415,44,191
Eaton,"Vermontville Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Christopher P. Yates,562,488,74,0
Eaton,"Walton Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Christopher P. Yates,701,364,147,190
Eaton,"Windsor Charter Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Christopher P. Yates,918,339,141,438
Eaton,"Windsor Charter Township, Precinct 2",Judge of Court of Appeals 3rd District Incumbent Position,,,Christopher P. Yates,783,298,108,377
Eaton,"Windsor Charter Township, Precinct 3",Judge of Court of Appeals 3rd District Incumbent Position,,,Christopher P. Yates,610,192,103,315
Eaton,"City of Charlotte, Dist. 1, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Christopher P. Yates,1055,450,190,415
Eaton,"City of Charlotte, Dist. 2, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Christopher P. Yates,1131,424,246,461
Eaton,"City of Eaton Rapids, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Christopher P. Yates,418,244,44,130
Eaton,"City of Eaton Rapids, Precinct 2",Judge of Court of Appeals 3rd District Incumbent Position,,,Christopher P. Yates,435,253,58,124
Eaton,"City of Eaton Rapids, Precinct 3",Judge of Court of Appeals 3rd District Incumbent Position,,,Christopher P. Yates,508,262,64,182
Eaton,"City of Grand Ledge, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Christopher P. Yates,653,325,54,274
Eaton,"City of Grand Ledge, Precinct 2",Judge of Court of Appeals 3rd District Incumbent Position,,,Christopher P. Yates,672,326,72,274
Eaton,"City of Grand Ledge, Precinct 3",Judge of Court of Appeals 3rd District Incumbent Position,,,Christopher P. Yates,451,204,30,217
Eaton,"City of Grand Ledge, Precinct 4",Judge of Court of Appeals 3rd District Incumbent Position,,,Christopher P. Yates,438,153,52,233
Eaton,"City of Olivet, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Christopher P. Yates,257,236,21,0
Eaton,"City of Potterville, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Christopher P. Yates,786,418,105,263
Eaton,"City of Lansing, 3-22",Judge of Court of Appeals 3rd District Incumbent Position,,,Christopher P. Yates,831,315,138,378
Eaton,"Bellevue Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Benton Charter Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Brookfield Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Carmel Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Chester Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 2",Judge of Court of Appeals 3rd District Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 3",Judge of Court of Appeals 3rd District Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 4",Judge of Court of Appeals 3rd District Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 5",Judge of Court of Appeals 3rd District Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 6",Judge of Court of Appeals 3rd District Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 7",Judge of Court of Appeals 3rd District Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 8",Judge of Court of Appeals 3rd District Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 11",Judge of Court of Appeals 3rd District Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 12",Judge of Court of Appeals 3rd District Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 13",Judge of Court of Appeals 3rd District Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 14",Judge of Court of Appeals 3rd District Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 15",Judge of Court of Appeals 3rd District Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 16",Judge of Court of Appeals 3rd District Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Eaton Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Eaton Rapids Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Hamlin Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Kalamo Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Kalamo Township, Precinct 2",Judge of Court of Appeals 3rd District Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Oneida Charter Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Roxand Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Sunfield Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Vermontville Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Walton Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Windsor Charter Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Windsor Charter Township, Precinct 2",Judge of Court of Appeals 3rd District Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Windsor Charter Township, Precinct 3",Judge of Court of Appeals 3rd District Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Charlotte, Dist. 1, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Charlotte, Dist. 2, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Eaton Rapids, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Eaton Rapids, Precinct 2",Judge of Court of Appeals 3rd District Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Eaton Rapids, Precinct 3",Judge of Court of Appeals 3rd District Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Grand Ledge, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Grand Ledge, Precinct 2",Judge of Court of Appeals 3rd District Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Grand Ledge, Precinct 3",Judge of Court of Appeals 3rd District Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Grand Ledge, Precinct 4",Judge of Court of Appeals 3rd District Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Olivet, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Potterville, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Lansing, 3-22",Judge of Court of Appeals 3rd District Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Bellevue Township, Precinct 1",Judge of Circuit Court 56th Circuit Incumbent Position,,,Janice K. Cunningham,1018,611,131,276
Eaton,"Benton Charter Township, Precinct 1",Judge of Circuit Court 56th Circuit Incumbent Position,,,Janice K. Cunningham,1056,466,177,413
Eaton,"Brookfield Township, Precinct 1",Judge of Circuit Court 56th Circuit Incumbent Position,,,Janice K. Cunningham,503,289,79,135
Eaton,"Carmel Township, Precinct 1",Judge of Circuit Court 56th Circuit Incumbent Position,,,Janice K. Cunningham,1104,400,319,385
Eaton,"Chester Township, Precinct 1",Judge of Circuit Court 56th Circuit Incumbent Position,,,Janice K. Cunningham,603,315,102,186
Eaton,"Delta Charter Township, Precinct 1",Judge of Circuit Court 56th Circuit Incumbent Position,,,Janice K. Cunningham,755,194,164,397
Eaton,"Delta Charter Township, Precinct 2",Judge of Circuit Court 56th Circuit Incumbent Position,,,Janice K. Cunningham,704,183,134,387
Eaton,"Delta Charter Township, Precinct 3",Judge of Circuit Court 56th Circuit Incumbent Position,,,Janice K. Cunningham,534,136,139,259
Eaton,"Delta Charter Township, Precinct 4",Judge of Circuit Court 56th Circuit Incumbent Position,,,Janice K. Cunningham,638,183,154,301
Eaton,"Delta Charter Township, Precinct 5",Judge of Circuit Court 56th Circuit Incumbent Position,,,Janice K. Cunningham,867,173,166,528
Eaton,"Delta Charter Township, Precinct 6",Judge of Circuit Court 56th Circuit Incumbent Position,,,Janice K. Cunningham,1576,612,277,687
Eaton,"Delta Charter Township, Precinct 7",Judge of Circuit Court 56th Circuit Incumbent Position,,,Janice K. Cunningham,915,322,172,421
Eaton,"Delta Charter Township, Precinct 8",Judge of Circuit Court 56th Circuit Incumbent Position,,,Janice K. Cunningham,959,368,186,405
Eaton,"Delta Charter Township, Precinct 11",Judge of Circuit Court 56th Circuit Incumbent Position,,,Janice K. Cunningham,698,204,131,363
Eaton,"Delta Charter Township, Precinct 12",Judge of Circuit Court 56th Circuit Incumbent Position,,,Janice K. Cunningham,655,206,110,339
Eaton,"Delta Charter Township, Precinct 13",Judge of Circuit Court 56th Circuit Incumbent Position,,,Janice K. Cunningham,477,159,85,233
Eaton,"Delta Charter Township, Precinct 14",Judge of Circuit Court 56th Circuit Incumbent Position,,,Janice K. Cunningham,576,179,137,260
Eaton,"Delta Charter Township, Precinct 15",Judge of Circuit Court 56th Circuit Incumbent Position,,,Janice K. Cunningham,944,249,185,510
Eaton,"Delta Charter Township, Precinct 16",Judge of Circuit Court 56th Circuit Incumbent Position,,,Janice K. Cunningham,1883,545,323,1015
Eaton,"Eaton Township, Precinct 1",Judge of Circuit Court 56th Circuit Incumbent Position,,,Janice K. Cunningham,1676,744,315,617
Eaton,"Eaton Rapids Township, Precinct 1",Judge of Circuit Court 56th Circuit Incumbent Position,,,Janice K. Cunningham,1453,625,231,597
Eaton,"Hamlin Township, Precinct 1",Judge of Circuit Court 56th Circuit Incumbent Position,,,Janice K. Cunningham,1267,706,170,391
Eaton,"Kalamo Township, Precinct 1",Judge of Circuit Court 56th Circuit Incumbent Position,,,Janice K. Cunningham,283,173,36,74
Eaton,"Kalamo Township, Precinct 2",Judge of Circuit Court 56th Circuit Incumbent Position,,,Janice K. Cunningham,352,216,49,87
Eaton,"Oneida Charter Township, Precinct 1",Judge of Circuit Court 56th Circuit Incumbent Position,,,Janice K. Cunningham,1395,534,183,678
Eaton,"Roxand Township, Precinct 1",Judge of Circuit Court 56th Circuit Incumbent Position,,,Janice K. Cunningham,644,420,64,160
Eaton,"Sunfield Township, Precinct 1",Judge of Circuit Court 56th Circuit Incumbent Position,,,Janice K. Cunningham,764,501,48,215
Eaton,"Vermontville Township, Precinct 1",Judge of Circuit Court 56th Circuit Incumbent Position,,,Janice K. Cunningham,652,572,80,0
Eaton,"Walton Township, Precinct 1",Judge of Circuit Court 56th Circuit Incumbent Position,,,Janice K. Cunningham,815,425,180,210
Eaton,"Windsor Charter Township, Precinct 1",Judge of Circuit Court 56th Circuit Incumbent Position,,,Janice K. Cunningham,1058,419,152,487
Eaton,"Windsor Charter Township, Precinct 2",Judge of Circuit Court 56th Circuit Incumbent Position,,,Janice K. Cunningham,937,379,128,430
Eaton,"Windsor Charter Township, Precinct 3",Judge of Circuit Court 56th Circuit Incumbent Position,,,Janice K. Cunningham,727,240,119,368
Eaton,"City of Charlotte, Dist. 1, Precinct 1",Judge of Circuit Court 56th Circuit Incumbent Position,,,Janice K. Cunningham,1353,595,256,502
Eaton,"City of Charlotte, Dist. 2, Precinct 1",Judge of Circuit Court 56th Circuit Incumbent Position,,,Janice K. Cunningham,1414,557,298,559
Eaton,"City of Eaton Rapids, Precinct 1",Judge of Circuit Court 56th Circuit Incumbent Position,,,Janice K. Cunningham,564,339,56,169
Eaton,"City of Eaton Rapids, Precinct 2",Judge of Circuit Court 56th Circuit Incumbent Position,,,Janice K. Cunningham,536,316,71,149
Eaton,"City of Eaton Rapids, Precinct 3",Judge of Circuit Court 56th Circuit Incumbent Position,,,Janice K. Cunningham,607,321,77,209
Eaton,"City of Grand Ledge, Precinct 1",Judge of Circuit Court 56th Circuit Incumbent Position,,,Janice K. Cunningham,830,418,70,342
Eaton,"City of Grand Ledge, Precinct 2",Judge of Circuit Court 56th Circuit Incumbent Position,,,Janice K. Cunningham,818,414,75,329
Eaton,"City of Grand Ledge, Precinct 3",Judge of Circuit Court 56th Circuit Incumbent Position,,,Janice K. Cunningham,565,262,45,258
Eaton,"City of Grand Ledge, Precinct 4",Judge of Circuit Court 56th Circuit Incumbent Position,,,Janice K. Cunningham,523,187,60,276
Eaton,"City of Olivet, Precinct 1",Judge of Circuit Court 56th Circuit Incumbent Position,,,Janice K. Cunningham,317,292,25,0
Eaton,"City of Potterville, Precinct 1",Judge of Circuit Court 56th Circuit Incumbent Position,,,Janice K. Cunningham,976,542,132,302
Eaton,"City of Lansing, 3-22",Judge of Circuit Court 56th Circuit Incumbent Position,,,Janice K. Cunningham,1211,480,223,508
Eaton,"Bellevue Township, Precinct 1",Judge of Circuit Court 56th Circuit Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Benton Charter Township, Precinct 1",Judge of Circuit Court 56th Circuit Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Brookfield Township, Precinct 1",Judge of Circuit Court 56th Circuit Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Carmel Township, Precinct 1",Judge of Circuit Court 56th Circuit Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Chester Township, Precinct 1",Judge of Circuit Court 56th Circuit Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 1",Judge of Circuit Court 56th Circuit Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 2",Judge of Circuit Court 56th Circuit Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 3",Judge of Circuit Court 56th Circuit Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 4",Judge of Circuit Court 56th Circuit Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 5",Judge of Circuit Court 56th Circuit Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 6",Judge of Circuit Court 56th Circuit Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 7",Judge of Circuit Court 56th Circuit Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 8",Judge of Circuit Court 56th Circuit Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 11",Judge of Circuit Court 56th Circuit Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 12",Judge of Circuit Court 56th Circuit Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 13",Judge of Circuit Court 56th Circuit Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 14",Judge of Circuit Court 56th Circuit Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 15",Judge of Circuit Court 56th Circuit Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 16",Judge of Circuit Court 56th Circuit Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Eaton Township, Precinct 1",Judge of Circuit Court 56th Circuit Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Eaton Rapids Township, Precinct 1",Judge of Circuit Court 56th Circuit Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Hamlin Township, Precinct 1",Judge of Circuit Court 56th Circuit Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Kalamo Township, Precinct 1",Judge of Circuit Court 56th Circuit Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Kalamo Township, Precinct 2",Judge of Circuit Court 56th Circuit Incumbent Position,,,Unassigned write-ins,0,0,0,0
