county,office,district,party,last,first,middle,suffix,votes
WAYNE,5th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Durhal,Fred,,,17832
WAYNE,6th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,REP,Pollard,Attie,,,2125
WAYNE,6th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Chang,Stephanie,,,26301
WAYNE,7th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,REP,Barr,Gina,Alicia,,806
WAYNE,7th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Garrett,LaTanya,,,32896
WAYNE,8th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,REP,Rynicki,Jennifer,,,1470
WAYNE,8th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Gay-Dagnogo,Sherry,,,33270
WAYNE,8th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,NPA,Wilkins,DeShawn,,,2
WAYNE,9th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,REP,Stephens,James,,,1668
WAYNE,9th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Santana,Sylvia,,,27560
WAYNE,10th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,REP,Brang,William,,,6027
WAYNE,10th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Love,Leslie,,,32787
WAYNE,10th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,LIB,Morgan,Jeremy,,,1357
WAYNE,11th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,REP,Pope,Robert,,,12749
WAYNE,11th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Jones,Jewell,,,23731
WAYNE,11th District Representative in State Legislature Partial Term Ending 01/01/2017 (1) Position Files In WAYNE County,,REP,Pope,Robert,E.,,10905
WAYNE,11th District Representative in State Legislature Partial Term Ending 01/01/2017 (1) Position Files In WAYNE County,,DEM,Plawecki,Lauren,,,24020
WAYNE,11th District Representative in State Legislature Partial Term Ending 01/01/2017 (1) Position Files In WAYNE County,,UST,Sosnowski,Marc,Joseph,,1586
WAYNE,12th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,REP,Soderquist,Erik,,,12112
WAYNE,12th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Geiss,Erika,,,24716
WAYNE,13th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,REP,Spencer,Annie,L.,,15336
WAYNE,13th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Liberati,Frank,,,23744
WAYNE,14th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,REP,Stasik,Darrell,,,12178
WAYNE,14th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Clemente,Cara,,,20252
WAYNE,14th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,LIB,Gnadt,Loel,R.,,1639
WAYNE,15th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,REP,Gerin,Terrance,Guido,,13452
WAYNE,15th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Hammoud,Abdullah,,,21739
WAYNE,16th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,REP,Morrow,Matthew,,,13599
WAYNE,16th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Kosowski,Robert,L.,,24147
MONROE,17th District Representative in State Legislature 2 Year Term (1) Position,,REP,"Bellino, Jr.",Joseph,,,15685
MONROE,17th District Representative in State Legislature 2 Year Term (1) Position,,DEM,LaVoy,Bill,,,12485
MONROE,17th District Representative in State Legislature 2 Year Term (1) Position,,UST,Andring,Jeff,,,869
WAYNE,17th District Representative in State Legislature 2 Year Term (1) Position,,REP,"Bellino, Jr.",Joseph,,,4547
WAYNE,17th District Representative in State Legislature 2 Year Term (1) Position,,DEM,LaVoy,Bill,,,4666
WAYNE,17th District Representative in State Legislature 2 Year Term (1) Position,,UST,Andring,Jeff,,,486
MACOMB,18th District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,REP,Polonaise,Renata,,,16953
MACOMB,18th District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,DEM,Hertel,Kevin,,,29247
WAYNE,19th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,REP,Cox,Laura,,,31045
WAYNE,19th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,King,Steve,,,19504
WAYNE,20th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,REP,Noble,Jeff,,,27440
WAYNE,20th District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Pobur,Colleen,,,23768
WAYNE,21st District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,REP,Moss,Derek,,,19292
WAYNE,21st District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Pagan,Kristy,,,28260
MACOMB,22nd District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,REP,Bonnell,Jeff,,,12341
MACOMB,22nd District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,DEM,Chirkun,John,,,21487
MACOMB,22nd District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,UST,Townsend,Les,,,1780
WAYNE,23rd District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,REP,Howey,Bob,,,23777
WAYNE,23rd District Representative in State Legislature 2 Year Term (1) Position Files In WAYNE County,,DEM,Camilleri,Darrin,,,24100
MACOMB,24th District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,REP,Marino,Steve,,,23968
MACOMB,24th District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,DEM,Camphous-Peterson,Dana,,,19553
MACOMB,25th District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,REP,Naumovski,Steve,,,18573
MACOMB,25th District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,DEM,Yanez,Henry,,,21899
OAKLAND,26th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,REP,LeVasseur,Randy,,,18333
OAKLAND,26th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,DEM,Ellison,Jim,,,26785
OAKLAND,27th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,REP,Forrest,Kyle,,,11007
OAKLAND,27th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,DEM,Wittenberg,Robert,,,36392
MACOMB,28th District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,REP,Davison,Antoine,M.,,11514
MACOMB,28th District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,DEM,Green,Patrick,,,22680
MACOMB,28th District Representative in State Legislature Partial Term Ending 01/01/2017 (1) Position Files In MACOMB County,,REP,Davison,Antoine,M.,,11381
MACOMB,28th District Representative in State Legislature Partial Term Ending 01/01/2017 (1) Position Files In MACOMB County,,DEM,Green,Patrick,,,22157
OAKLAND,29th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,REP,Griffith,Garren,W.,,8253
OAKLAND,29th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,DEM,Greimel,Tim,,,23097
OAKLAND,29th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,GRN,Leak,Artelia,Marie,,1068
MACOMB,30th District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,REP,Farrington,Diana,,,19863
MACOMB,30th District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,DEM,Notte,Michael,R.,,17026
MACOMB,31st District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,REP,Valerio-Nowc,Lisa,,,15743
MACOMB,31st District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,DEM,Sowerby,William,J.,,22735
MACOMB,31st District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,LIB,Saliba,Mike,,,2007
MACOMB,32nd District Representative in State Legislature 2 Year Term (1) Position,,REP,Hornberger,Pamela,,,15905
MACOMB,32nd District Representative in State Legislature 2 Year Term (1) Position,,DEM,Manley,Paul,,,9948
ST. CLAIR,32nd District Representative in State Legislature 2 Year Term (1) Position,,REP,Hornberger,Pamela,,,9724
ST. CLAIR,32nd District Representative in State Legislature 2 Year Term (1) Position,,DEM,Manley,Paul,,,4683
MACOMB,33rd District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,REP,Yaroch,Jeff,,,30295
MACOMB,33rd District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,DEM,Warda,Yani,,,12987
GENESEE,34th District Representative in State Legislature 2 Year Term (1) Position Files In GENESEE County,,REP,Brousseau,Page,,,3136
GENESEE,34th District Representative in State Legislature 2 Year Term (1) Position Files In GENESEE County,,DEM,Neeley,Sheldon,A.,,24248
OAKLAND,35th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,REP,Brim,Robert,,,8639
OAKLAND,35th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,DEM,Moss,Jeremy,,,44737
MACOMB,36th District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,REP,Lucido,Peter,J.,,33293
MACOMB,36th District Representative in State Legislature 2 Year Term (1) Position Files In MACOMB County,,DEM,Young,Diane,,,13048
OAKLAND,37th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,REP,Swoboda,Mitch,,,17209
OAKLAND,37th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,DEM,Greig,Christine,,,29181
OAKLAND,37th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,LIB,Young,James,K.,,1743
OAKLAND,38th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,REP,Crawford,Kathy,S.,,28205
OAKLAND,38th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,DEM,McCusker,Amy,,,20711
OAKLAND,39th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,REP,Kesto,Klint,,,25024
OAKLAND,39th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,DEM,Stack,Michael,,,20975
OAKLAND,39th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,NPA,McGrath,Beth,,,3643
OAKLAND,40th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,REP,McCready,Michael,D.,,30664
OAKLAND,40th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,DEM,Bedi,Nicole,,,26669
OAKLAND,41st District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,REP,Howrylak,Martin,,,26708
OAKLAND,41st District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,DEM,Peltonen,Cyndi,,,20606
LIVINGSTON,42nd District Representative in State Legislature 2 Year Term (1) Position Files In LIVINGSTON County,,REP,Theis,Lana,L.,,34015
LIVINGSTON,42nd District Representative in State Legislature 2 Year Term (1) Position Files In LIVINGSTON County,,DEM,Johnson,Timothy,,,17309
LIVINGSTON,42nd District Representative in State Legislature 2 Year Term (1) Position Files In LIVINGSTON County,,LIB,Elgas,Jonathan,,,2167
OAKLAND,43rd District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,REP,Tedder,Jim,,,30923
OAKLAND,43rd District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,DEM,Villella,Ted,,,16309
OAKLAND,44th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,REP,Runestad,Jim,,,33731
OAKLAND,44th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,DEM,Venie,Mark,,,15470
OAKLAND,45th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,REP,Webber,Michael,,,29121
OAKLAND,45th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,DEM,Golden,Ted,,,17792
OAKLAND,46th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,REP,Reilly,John,,,33073
OAKLAND,46th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,DEM,Lillis,David,,,14642
LIVINGSTON,47th District Representative in State Legislature 2 Year Term (1) Position Files In LIVINGSTON County,,REP,Vaupel,Hank,,,32616
LIVINGSTON,47th District Representative in State Legislature 2 Year Term (1) Position Files In LIVINGSTON County,,DEM,Van Houten,Keith,,,12918
LIVINGSTON,47th District Representative in State Legislature 2 Year Term (1) Position Files In LIVINGSTON County,,LIB,Young,Rodger,,,2314
GENESEE,48th District Representative in State Legislature 2 Year Term (1) Position Files In GENESEE County,,REP,Reno,Joseph,,,19641
GENESEE,48th District Representative in State Legislature 2 Year Term (1) Position Files In GENESEE County,,DEM,Faris,Pam,,,22888
GENESEE,49th District Representative in State Legislature 2 Year Term (1) Position Files In GENESEE County,,REP,Baker,Jeremy,A.,,11458
GENESEE,49th District Representative in State Legislature 2 Year Term (1) Position Files In GENESEE County,,DEM,Phelps,Phil,,,24862
GENESEE,50th District Representative in State Legislature 2 Year Term (1) Position Files In GENESEE County,,REP,Matheny,Michael,N.,,20992
GENESEE,50th District Representative in State Legislature 2 Year Term (1) Position Files In GENESEE County,,DEM,Sneller,Tim,,,22773
GENESEE,51st District Representative in State Legislature 2 Year Term (1) Position,,REP,Graves,Joseph,,,22952
GENESEE,51st District Representative in State Legislature 2 Year Term (1) Position,,DEM,Bladzik,Ryan,,,13289
GENESEE,51st District Representative in State Legislature 2 Year Term (1) Position,,LIB,Sanborn,Mark,L.,,2004
OAKLAND,51st District Representative in State Legislature 2 Year Term (1) Position,,REP,Graves,Joseph,,,7516
OAKLAND,51st District Representative in State Legislature 2 Year Term (1) Position,,DEM,Bladzik,Ryan,,,3761
OAKLAND,51st District Representative in State Legislature 2 Year Term (1) Position,,LIB,Sanborn,Mark,L.,,673
WASHTENAW,52nd District Representative in State Legislature 2 Year Term (1) Position Files In WASHTENAW County,,REP,Clark,Randy,,,23535
WASHTENAW,52nd District Representative in State Legislature 2 Year Term (1) Position Files In WASHTENAW County,,DEM,Lasinski,Donna,,,27620
WASHTENAW,52nd District Representative in State Legislature 2 Year Term (1) Position Files In WASHTENAW County,,GRN,Borregard,Eric,,,1519
WASHTENAW,53rd District Representative in State Legislature 2 Year Term (1) Position Files In WASHTENAW County,,REP,Bissell,Samuel,,,7176
WASHTENAW,53rd District Representative in State Legislature 2 Year Term (1) Position Files In WASHTENAW County,,DEM,Rabhi,Yousef,,,35502
WASHTENAW,53rd District Representative in State Legislature 2 Year Term (1) Position Files In WASHTENAW County,,GRN,Stevens,Joseph,,,1476
WASHTENAW,54th District Representative in State Legislature 2 Year Term (1) Position Files In WASHTENAW County,,REP,Jardine,Kevin,,,10053
WASHTENAW,54th District Representative in State Legislature 2 Year Term (1) Position Files In WASHTENAW County,,DEM,Peterson,Ronnie,D.,,30148
WASHTENAW,55th District Representative in State Legislature 2 Year Term (1) Position Files In WASHTENAW County,,REP,Baird,Bob,,,13312
WASHTENAW,55th District Representative in State Legislature 2 Year Term (1) Position Files In WASHTENAW County,,DEM,Zemke,Adam,F.,,30097
MONROE,56th District Representative in State Legislature 2 Year Term (1) Position Files In MONROE County,,REP,Sheppard,Jason,M.,,24509
MONROE,56th District Representative in State Legislature 2 Year Term (1) Position Files In MONROE County,,DEM,Redmond,Tom,,"Formerly: William Thomas Redmond, Jr.",16316
MONROE,56th District Representative in State Legislature 2 Year Term (1) Position Files In MONROE County,,UST,Bain,R.,Al,,1179
LENAWEE,57th District Representative in State Legislature 2 Year Term (1) Position Files In LENAWEE County,,REP,Kahle,Bronna,,,23698
LENAWEE,57th District Representative in State Legislature 2 Year Term (1) Position Files In LENAWEE County,,DEM,Schmidt,Harvey,,,18332
BRANCH,58th District Representative in State Legislature 2 Year Term (1) Position,,REP,Leutheuser,Eric,,,12254
BRANCH,58th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Hamaty,Mary,,,4727
HILLSDALE,58th District Representative in State Legislature 2 Year Term (1) Position,,REP,Leutheuser,Eric,,,15190
HILLSDALE,58th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Hamaty,Mary,,,4241
CASS,59th District Representative in State Legislature 2 Year Term (1) Position,,REP,Miller,Aaron,,,8153
CASS,59th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Higgins,Carol,L.,,4929
ST. JOSEPH,59th District Representative in State Legislature 2 Year Term (1) Position,,REP,Miller,Aaron,,,16189
ST. JOSEPH,59th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Higgins,Carol,L.,,7188
KALAMAZOO,60th District Representative in State Legislature 2 Year Term (1) Position Files In KALAMAZOO County,,REP,Ross,Alexander,,,9595
KALAMAZOO,60th District Representative in State Legislature 2 Year Term (1) Position Files In KALAMAZOO County,,DEM,Hoadley,Jon,,,26570
KALAMAZOO,60th District Representative in State Legislature 2 Year Term (1) Position Files In KALAMAZOO County,,LIB,Fleckenstein,Logan,,,2170
KALAMAZOO,61st District Representative in State Legislature 2 Year Term (1) Position Files In KALAMAZOO County,,REP,Iden,Brandt,,,25149
KALAMAZOO,61st District Representative in State Legislature 2 Year Term (1) Position Files In KALAMAZOO County,,DEM,Fisher,John,,,22755
KALAMAZOO,61st District Representative in State Legislature 2 Year Term (1) Position Files In KALAMAZOO County,,LIB,Winfield,Ryan,,,3018
CALHOUN,62nd District Representative in State Legislature 2 Year Term (1) Position Files In CALHOUN County,,REP,Bizon,John,,,17699
CALHOUN,62nd District Representative in State Legislature 2 Year Term (1) Position Files In CALHOUN County,,DEM,Haadsma,Jim,,,17490
CALHOUN,62nd District Representative in State Legislature 2 Year Term (1) Position Files In CALHOUN County,,LIB,Gregoire,Michelle,,,1660
CALHOUN,63rd District Representative in State Legislature 2 Year Term (1) Position,,REP,Maturen,David,C.,,12808
CALHOUN,63rd District Representative in State Legislature 2 Year Term (1) Position,,DEM,Shiflea,Lynn,,,6002
CALHOUN,63rd District Representative in State Legislature 2 Year Term (1) Position,,GRN,La Pietra,John,Anthony,,1320
KALAMAZOO,63rd District Representative in State Legislature 2 Year Term (1) Position,,REP,Maturen,David,C.,,14070
KALAMAZOO,63rd District Representative in State Legislature 2 Year Term (1) Position,,DEM,Shiflea,Lynn,,,8747
KALAMAZOO,63rd District Representative in State Legislature 2 Year Term (1) Position,,GRN,La Pietra,John,Anthony,,1203
JACKSON,64th District Representative in State Legislature 2 Year Term (1) Position Files In JACKSON County,,REP,Alexander,Julie,,,22426
JACKSON,64th District Representative in State Legislature 2 Year Term (1) Position Files In JACKSON County,,DEM,Brooks,Ron,,,13443
EATON,65th District Representative in State Legislature 2 Year Term (1) Position,,REP,Roberts,Brett,,,4266
EATON,65th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Johnson,Bonnie,,,2205
EATON,65th District Representative in State Legislature 2 Year Term (1) Position,,LIB,Muszynski,Ronald,A.,,329
JACKSON,65th District Representative in State Legislature 2 Year Term (1) Position,,REP,Roberts,Brett,,,18926
JACKSON,65th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Johnson,Bonnie,,,11035
JACKSON,65th District Representative in State Legislature 2 Year Term (1) Position,,LIB,Muszynski,Ronald,A.,,1588
LENAWEE,65th District Representative in State Legislature 2 Year Term (1) Position,,REP,Roberts,Brett,,,1906
LENAWEE,65th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Johnson,Bonnie,,,1081
LENAWEE,65th District Representative in State Legislature 2 Year Term (1) Position,,LIB,Muszynski,Ronald,A.,,138
KALAMAZOO,66th District Representative in State Legislature 2 Year Term (1) Position,,REP,Griffin,Beth,,,4606
KALAMAZOO,66th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Brown,Annie,,,3669
VAN BUREN,66th District Representative in State Legislature 2 Year Term (1) Position,,REP,Griffin,Beth,,,17418
VAN BUREN,66th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Brown,Annie,,,14899
INGHAM,67th District Representative in State Legislature 2 Year Term (1) Position Files In INGHAM County,,REP,Clark,Leon,R.,,20698
INGHAM,67th District Representative in State Legislature 2 Year Term (1) Position Files In INGHAM County,,DEM,Cochran,Tom,,,24929
INGHAM,68th District Representative in State Legislature 2 Year Term (1) Position Files In INGHAM County,,REP,Pilon,Randy,,,8365
INGHAM,68th District Representative in State Legislature 2 Year Term (1) Position Files In INGHAM County,,DEM,Schor,Andy,,,28373
INGHAM,68th District Representative in State Legislature 2 Year Term (1) Position Files In INGHAM County,,LIB,Powell,Robert,,,2132
INGHAM,69th District Representative in State Legislature 2 Year Term (1) Position Files In INGHAM County,,REP,Nastas,George,,,13585
INGHAM,69th District Representative in State Legislature 2 Year Term (1) Position Files In INGHAM County,,DEM,Singh,Sam,,,29366
GRATIOT,70th District Representative in State Legislature 2 Year Term (1) Position,,REP,Lower,James,A.,,4438
GRATIOT,70th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Hart,Ken,,,2985
GRATIOT,70th District Representative in State Legislature 2 Year Term (1) Position,,GRN,Anderson,Michael,,,343
MONTCALM,70th District Representative in State Legislature 2 Year Term (1) Position,,REP,Lower,James,A.,,16563
MONTCALM,70th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Hart,Ken,,,7640
MONTCALM,70th District Representative in State Legislature 2 Year Term (1) Position,,GRN,Anderson,Michael,,,1241
EATON,71st District Representative in State Legislature 2 Year Term (1) Position Files In EATON County,,REP,Barrett,Tom,,,26315
EATON,71st District Representative in State Legislature 2 Year Term (1) Position Files In EATON County,,DEM,Abed,Theresa,,,20926
EATON,71st District Representative in State Legislature 2 Year Term (1) Position Files In EATON County,,LIB,Lord,Marc,,,1450
ALLEGAN,72nd District Representative in State Legislature 2 Year Term (1) Position,,REP,Johnson,Steven,,,7352
ALLEGAN,72nd District Representative in State Legislature 2 Year Term (1) Position,,DEM,Shoemaker,Steve,,,2757
KENT,72nd District Representative in State Legislature 2 Year Term (1) Position,,REP,Johnson,Steven,,,18991
KENT,72nd District Representative in State Legislature 2 Year Term (1) Position,,DEM,Shoemaker,Steve,,,15936
KENT,73rd District Representative in State Legislature 2 Year Term (1) Position Files In KENT County,,REP,Afendoulis,Chris,,,35216
KENT,73rd District Representative in State Legislature 2 Year Term (1) Position Files In KENT County,,DEM,Havens,Deb,,,17885
KENT,73rd District Representative in State Legislature 2 Year Term (1) Position Files In KENT County,,LIB,Heeren,Ron,,,2165
KENT,74th District Representative in State Legislature 2 Year Term (1) Position Files In KENT County,,REP,Verheulen,Rob,,,29255
KENT,74th District Representative in State Legislature 2 Year Term (1) Position Files In KENT County,,DEM,Bigger,Robin,,,13915
KENT,74th District Representative in State Legislature 2 Year Term (1) Position Files In KENT County,,LIB,Gelineau,Bill,,,2183
KENT,75th District Representative in State Legislature 2 Year Term (1) Position Files In KENT County,,REP,Rossiter,Chad,C.,,7996
KENT,75th District Representative in State Legislature 2 Year Term (1) Position Files In KENT County,,DEM,LaGrand,David,,,25868
KENT,76th District Representative in State Legislature 2 Year Term (1) Position Files In KENT County,,REP,O'Neill,Casey,J.,,18473
KENT,76th District Representative in State Legislature 2 Year Term (1) Position Files In KENT County,,DEM,Brinks,Winnie,,,27046
KENT,76th District Representative in State Legislature 2 Year Term (1) Position Files In KENT County,,LIB,George,John,,,1558
KENT,76th District Representative in State Legislature 2 Year Term (1) Position Files In KENT County,,UST,Hoezee,Brandon,,,603
KENT,77th District Representative in State Legislature 2 Year Term (1) Position Files In KENT County,,REP,Brann,Tommy,,,27946
KENT,77th District Representative in State Legislature 2 Year Term (1) Position Files In KENT County,,DEM,Knight,Dana,J.,,14528
BERRIEN,78th District Representative in State Legislature 2 Year Term (1) Position,,REP,Pagel,Dave,,,19924
BERRIEN,78th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Hill,Dean,E.,,10061
CASS,78th District Representative in State Legislature 2 Year Term (1) Position,,REP,Pagel,Dave,,,6113
CASS,78th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Hill,Dean,E.,,2468
BERRIEN,79th District Representative in State Legislature 2 Year Term (1) Position Files In BERRIEN County,,REP,LaSata,Kim,,,23657
BERRIEN,79th District Representative in State Legislature 2 Year Term (1) Position Files In BERRIEN County,,DEM,Seats,Marletta,,,15461
BERRIEN,79th District Representative in State Legislature 2 Year Term (1) Position Files In BERRIEN County,,UST,Oehling,Carl,G.,,1129
ALLEGAN,80th District Representative in State Legislature 2 Year Term (1) Position Files In ALLEGAN County,,REP,Whiteford,Mary,,,29721
ALLEGAN,80th District Representative in State Legislature 2 Year Term (1) Position Files In ALLEGAN County,,DEM,Andrysiak,John,,,12376
ALLEGAN,80th District Representative in State Legislature 2 Year Term (1) Position Files In ALLEGAN County,,LIB,Davidsons,Arnie,,,1990
ST. CLAIR,81st District Representative in State Legislature 2 Year Term (1) Position Files In ST. CLAIR County,,REP,Lauwers,Dan,,,28068
ST. CLAIR,81st District Representative in State Legislature 2 Year Term (1) Position Files In ST. CLAIR County,,DEM,Sternberg,Stewart,,,12633
LAPEER,82nd District Representative in State Legislature 2 Year Term (1) Position Files In LAPEER County,,REP,Howell,Gary,,,29962
LAPEER,82nd District Representative in State Legislature 2 Year Term (1) Position Files In LAPEER County,,DEM,Guerrero DeLuca,Margaret,,,13492
ST. CLAIR,83rd District Representative in State Legislature 2 Year Term (1) Position,,REP,Hernandez,Shane,,,9548
ST. CLAIR,83rd District Representative in State Legislature 2 Year Term (1) Position,,DEM,Frank,Jim,,,7849
ST. CLAIR,83rd District Representative in State Legislature 2 Year Term (1) Position,,GRN,Bruderick,Deena,Marie,,771
SANILAC,83rd District Representative in State Legislature 2 Year Term (1) Position,,REP,Hernandez,Shane,,,13560
SANILAC,83rd District Representative in State Legislature 2 Year Term (1) Position,,DEM,Frank,Jim,,,4496
SANILAC,83rd District Representative in State Legislature 2 Year Term (1) Position,,GRN,Bruderick,Deena,Marie,,579
HURON,84th District Representative in State Legislature 2 Year Term (1) Position,,REP,Canfield,Edward,J.,,10199
HURON,84th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Wencel,James,L.,,5268
HURON,84th District Representative in State Legislature 2 Year Term (1) Position,,NPA,Stadler,Chuck,,,1
TUSCOLA,84th District Representative in State Legislature 2 Year Term (1) Position,,REP,Canfield,Edward,J.,,15943
TUSCOLA,84th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Wencel,James,L.,,8758
TUSCOLA,84th District Representative in State Legislature 2 Year Term (1) Position,,NPA,Stadler,Chuck,,,25
SAGINAW,85th District Representative in State Legislature 2 Year Term (1) Position,,REP,Frederick,Ben,,,6784
SAGINAW,85th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Karhoff,Anthony,David,,3319
SAGINAW,85th District Representative in State Legislature 2 Year Term (1) Position,,LIB,Snyder,Roger,L.,,433
SAGINAW,85th District Representative in State Legislature 2 Year Term (1) Position,,UST,Shepard,Matthew,,,343
SAGINAW,85th District Representative in State Legislature 2 Year Term (1) Position,,NPA,Cottrell,Robert,,,3
SHIAWASSEE,85th District Representative in State Legislature 2 Year Term (1) Position,,REP,Frederick,Ben,,,17899
SHIAWASSEE,85th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Karhoff,Anthony,David,,11805
SHIAWASSEE,85th District Representative in State Legislature 2 Year Term (1) Position,,LIB,Snyder,Roger,L.,,1992
SHIAWASSEE,85th District Representative in State Legislature 2 Year Term (1) Position,,UST,Shepard,Matthew,,,1331
SHIAWASSEE,85th District Representative in State Legislature 2 Year Term (1) Position,,NPA,Cottrell,Robert,,,0
IONIA,86th District Representative in State Legislature 2 Year Term (1) Position,,REP,Albert,Thomas,A.,,4633
